GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01
Id,Id2,Geography,Estimate; Median household income in the past 12 months (in 2014 Inflation-adjusted dollars),Margin of Error; Median household income in the past 12 months (in 2014 Inflation-adjusted dollars)
1400000US06037239802,06037239802,"Census Tract 2398.02, Los Angeles County, California",31518,6460
1400000US06037240010,06037240010,"Census Tract 2400.10, Los Angeles County, California",26604,6564
1400000US06037240020,06037240020,"Census Tract 2400.20, Los Angeles County, California",40221,6796
1400000US06037240200,06037240200,"Census Tract 2402, Los Angeles County, California",26088,3926
1400000US06037240300,06037240300,"Census Tract 2403, Los Angeles County, California",28651,5444
1400000US06037240401,06037240401,"Census Tract 2404.01, Los Angeles County, California",30608,8516
1400000US06037240402,06037240402,"Census Tract 2404.02, Los Angeles County, California",26140,5222
1400000US06037240500,06037240500,"Census Tract 2405, Los Angeles County, California",30371,3485
1400000US06037240600,06037240600,"Census Tract 2406, Los Angeles County, California",33429,4441
1400000US06037240700,06037240700,"Census Tract 2407, Los Angeles County, California",29000,10980
1400000US06037240800,06037240800,"Census Tract 2408, Los Angeles County, California",34750,6880
1400000US06037240900,06037240900,"Census Tract 2409, Los Angeles County, California",32424,3089
1400000US06037241001,06037241001,"Census Tract 2410.01, Los Angeles County, California",34387,9715
1400000US06037241002,06037241002,"Census Tract 2410.02, Los Angeles County, California",46667,4205
1400000US06037241110,06037241110,"Census Tract 2411.10, Los Angeles County, California",28494,5537
1400000US06037241120,06037241120,"Census Tract 2411.20, Los Angeles County, California",22639,4273
1400000US06037241201,06037241201,"Census Tract 2412.01, Los Angeles County, California",35065,4712
1400000US06037241202,06037241202,"Census Tract 2412.02, Los Angeles County, California",32637,9891
1400000US06037241300,06037241300,"Census Tract 2413, Los Angeles County, California",31307,5046
1400000US06037241400,06037241400,"Census Tract 2414, Los Angeles County, California",32674,6727
1400000US06037242000,06037242000,"Census Tract 2420, Los Angeles County, California",26750,8962
1400000US06037242100,06037242100,"Census Tract 2421, Los Angeles County, California",11600,1580
1400000US06037242200,06037242200,"Census Tract 2422, Los Angeles County, California",29136,5299
1400000US06037242300,06037242300,"Census Tract 2423, Los Angeles County, California",36616,6253
1400000US06037242600,06037242600,"Census Tract 2426, Los Angeles County, California",13264,6067
1400000US06037242700,06037242700,"Census Tract 2427, Los Angeles County, California",30392,5422
1400000US06037243000,06037243000,"Census Tract 2430, Los Angeles County, California",37433,4666
1400000US06037243100,06037243100,"Census Tract 2431, Los Angeles County, California",24144,2614
1400000US06037261101,06037261101,"Census Tract 2611.01, Los Angeles County, California",169500,44814
1400000US06037261102,06037261102,"Census Tract 2611.02, Los Angeles County, California",148578,18243
1400000US06037261200,06037261200,"Census Tract 2612, Los Angeles County, California",133857,36361
1400000US06037262100,06037262100,"Census Tract 2621, Los Angeles County, California",178795,49063
1400000US06037262200,06037262200,"Census Tract 2622, Los Angeles County, California",203490,42415
1400000US06037262301,06037262301,"Census Tract 2623.01, Los Angeles County, California",208854,8411
1400000US06037262302,06037262302,"Census Tract 2623.02, Los Angeles County, California",168750,28243
1400000US06037262303,06037262303,"Census Tract 2623.03, Los Angeles County, California",218086,50748
1400000US06037262400,06037262400,"Census Tract 2624, Los Angeles County, California",241528,27230
1400000US06037262501,06037262501,"Census Tract 2625.01, Los Angeles County, California",166094,34073
1400000US06037262601,06037262601,"Census Tract 2626.01, Los Angeles County, California",198214,45298
1400000US06037262604,06037262604,"Census Tract 2626.04, Los Angeles County, California",137045,15209
1400000US06037262704,06037262704,"Census Tract 2627.04, Los Angeles County, California",103333,26110
1400000US06037262706,06037262706,"Census Tract 2627.06, Los Angeles County, California",161326,43252
1400000US06037262802,06037262802,"Census Tract 2628.02, Los Angeles County, California",178482,39690
1400000US06037264000,06037264000,"Census Tract 2640, Los Angeles County, California",186711,72603
1400000US06037264102,06037264102,"Census Tract 2641.02, Los Angeles County, California",90714,15894
1400000US06037264103,06037264103,"Census Tract 2641.03, Los Angeles County, California",68281,23914
1400000US06037264301,06037264301,"Census Tract 2643.01, Los Angeles County, California",82694,8360
1400000US06037264302,06037264302,"Census Tract 2643.02, Los Angeles County, California",91148,10759
1400000US06037265100,06037265100,"Census Tract 2651, Los Angeles County, California",100966,13500
1400000US06037265201,06037265201,"Census Tract 2652.01, Los Angeles County, California",94375,51607
1400000US06037265202,06037265202,"Census Tract 2652.02, Los Angeles County, California",80033,22283
1400000US06037265301,06037265301,"Census Tract 2653.01, Los Angeles County, California",-,**
1400000US06037265303,06037265303,"Census Tract 2653.03, Los Angeles County, California",15938,3579
1400000US06037265304,06037265304,"Census Tract 2653.04, Los Angeles County, California",14852,4362
1400000US06037265305,06037265305,"Census Tract 2653.05, Los Angeles County, California",17653,6518
1400000US06037265410,06037265410,"Census Tract 2654.10, Los Angeles County, California",107500,27553
1400000US06037265420,06037265420,"Census Tract 2654.20, Los Angeles County, California",156316,18219
1400000US06037265510,06037265510,"Census Tract 2655.10, Los Angeles County, California",53993,13446
1400000US06037265520,06037265520,"Census Tract 2655.20, Los Angeles County, California",79438,14275
1400000US06037265601,06037265601,"Census Tract 2656.01, Los Angeles County, California",76591,16417
1400000US06037265602,06037265602,"Census Tract 2656.02, Los Angeles County, California",103555,27017
1400000US06037265700,06037265700,"Census Tract 2657, Los Angeles County, California",111188,31148
1400000US06037267100,06037267100,"Census Tract 2671, Los Angeles County, California",91887,8941
1400000US06037267200,06037267200,"Census Tract 2672, Los Angeles County, California",77279,19008
1400000US06037267300,06037267300,"Census Tract 2673, Los Angeles County, California",53529,8955
1400000US06037267402,06037267402,"Census Tract 2674.02, Los Angeles County, California",65149,10735
1400000US06037267403,06037267403,"Census Tract 2674.03, Los Angeles County, California",65389,16280
1400000US06037267404,06037267404,"Census Tract 2674.04, Los Angeles County, California",88565,23901
1400000US06037267501,06037267501,"Census Tract 2675.01, Los Angeles County, California",69663,6992
1400000US06037267502,06037267502,"Census Tract 2675.02, Los Angeles County, California",57421,9785
1400000US06037267600,06037267600,"Census Tract 2676, Los Angeles County, California",76140,10010
1400000US06037267700,06037267700,"Census Tract 2677, Los Angeles County, California",77357,17461
1400000US06037267800,06037267800,"Census Tract 2678, Los Angeles County, California",100536,25186
1400000US06037267901,06037267901,"Census Tract 2679.01, Los Angeles County, California",89500,27182
1400000US06037267902,06037267902,"Census Tract 2679.02, Los Angeles County, California",102031,19909
1400000US06037269000,06037269000,"Census Tract 2690, Los Angeles County, California",115702,11190
1400000US06037269100,06037269100,"Census Tract 2691, Los Angeles County, California",76538,15503
1400000US06037269300,06037269300,"Census Tract 2693, Los Angeles County, California",154258,16283
1400000US06037269500,06037269500,"Census Tract 2695, Los Angeles County, California",166087,21399
1400000US06037269601,06037269601,"Census Tract 2696.01, Los Angeles County, California",39276,4444
1400000US06037269602,06037269602,"Census Tract 2696.02, Los Angeles County, California",54722,13394
1400000US06037269700,06037269700,"Census Tract 2697, Los Angeles County, California",66667,14641
1400000US06037269800,06037269800,"Census Tract 2698, Los Angeles County, California",47813,6901
1400000US06037269903,06037269903,"Census Tract 2699.03, Los Angeles County, California",51228,8642
1400000US06037269904,06037269904,"Census Tract 2699.04, Los Angeles County, California",51900,7460
1400000US06037269905,06037269905,"Census Tract 2699.05, Los Angeles County, California",59352,7878
1400000US06037269906,06037269906,"Census Tract 2699.06, Los Angeles County, California",61656,14237
1400000US06037269907,06037269907,"Census Tract 2699.07, Los Angeles County, California",47159,16003
1400000US06037270100,06037270100,"Census Tract 2701, Los Angeles County, California",60864,6933
1400000US06037270200,06037270200,"Census Tract 2702, Los Angeles County, California",53269,10789
1400000US06037270300,06037270300,"Census Tract 2703, Los Angeles County, California",57115,17387
1400000US06037271100,06037271100,"Census Tract 2711, Los Angeles County, California",64844,26498
1400000US06037271200,06037271200,"Census Tract 2712, Los Angeles County, California",62687,3745
1400000US06037271300,06037271300,"Census Tract 2713, Los Angeles County, California",69704,17761
1400000US06037271400,06037271400,"Census Tract 2714, Los Angeles County, California",99926,7463
1400000US06037271500,06037271500,"Census Tract 2715, Los Angeles County, California",79294,13801
1400000US06037271600,06037271600,"Census Tract 2716, Los Angeles County, California",73750,8600
1400000US06037271701,06037271701,"Census Tract 2717.01, Los Angeles County, California",80031,15116
1400000US06037271702,06037271702,"Census Tract 2717.02, Los Angeles County, California",55135,7101
1400000US06037271801,06037271801,"Census Tract 2718.01, Los Angeles County, California",52917,16565
1400000US06037271802,06037271802,"Census Tract 2718.02, Los Angeles County, California",52472,5205
1400000US06037271901,06037271901,"Census Tract 2719.01, Los Angeles County, California",68964,11985
1400000US06037271902,06037271902,"Census Tract 2719.02, Los Angeles County, California",64173,10785
1400000US06037272100,06037272100,"Census Tract 2721, Los Angeles County, California",84782,5180
1400000US06037272201,06037272201,"Census Tract 2722.01, Los Angeles County, California",63395,6414
1400000US06037272202,06037272202,"Census Tract 2722.02, Los Angeles County, California",62727,14775
1400000US06037272301,06037272301,"Census Tract 2723.01, Los Angeles County, California",67625,7538
1400000US06037272302,06037272302,"Census Tract 2723.02, Los Angeles County, California",49352,4092
1400000US06037273100,06037273100,"Census Tract 2731, Los Angeles County, California",109306,13013
1400000US06037273200,06037273200,"Census Tract 2732, Los Angeles County, California",80250,25916
1400000US06037273300,06037273300,"Census Tract 2733, Los Angeles County, California",74219,17156
1400000US06037273402,06037273402,"Census Tract 2734.02, Los Angeles County, California",63462,28871
1400000US06037273502,06037273502,"Census Tract 2735.02, Los Angeles County, California",62542,15383
1400000US06037273600,06037273600,"Census Tract 2736, Los Angeles County, California",113148,17214
1400000US06037273700,06037273700,"Census Tract 2737, Los Angeles County, California",75469,18334
1400000US06037273800,06037273800,"Census Tract 2738, Los Angeles County, California",85051,8196
1400000US06037273902,06037273902,"Census Tract 2739.02, Los Angeles County, California",95430,11143
1400000US06037274100,06037274100,"Census Tract 2741, Los Angeles County, California",108636,13260
1400000US06037274202,06037274202,"Census Tract 2742.02, Los Angeles County, California",110734,31187
1400000US06037275101,06037275101,"Census Tract 2751.01, Los Angeles County, California",63750,22505
1400000US06037275102,06037275102,"Census Tract 2751.02, Los Angeles County, California",52679,7670
1400000US06037275200,06037275200,"Census Tract 2752, Los Angeles County, California",48438,12321
1400000US06037275302,06037275302,"Census Tract 2753.02, Los Angeles County, California",86930,12113
1400000US06037275311,06037275311,"Census Tract 2753.11, Los Angeles County, California",72756,13253
1400000US06037275400,06037275400,"Census Tract 2754, Los Angeles County, California",108843,20291
1400000US06037275500,06037275500,"Census Tract 2755, Los Angeles County, California",37887,6614
1400000US06037275602,06037275602,"Census Tract 2756.02, Los Angeles County, California",76271,17592
1400000US06037275603,06037275603,"Census Tract 2756.03, Los Angeles County, California",73029,15982
1400000US06037276000,06037276000,"Census Tract 2760, Los Angeles County, California",108580,9916
1400000US06037276100,06037276100,"Census Tract 2761, Los Angeles County, California",61143,7856
1400000US06037276400,06037276400,"Census Tract 2764, Los Angeles County, California",100050,21911
1400000US06037276500,06037276500,"Census Tract 2765, Los Angeles County, California",88322,5525
1400000US06037276601,06037276601,"Census Tract 2766.01, Los Angeles County, California",93250,17952
1400000US06037276603,06037276603,"Census Tract 2766.03, Los Angeles County, California",79110,11050
1400000US06037276604,06037276604,"Census Tract 2766.04, Los Angeles County, California",64722,12948
1400000US06037277000,06037277000,"Census Tract 2770, Los Angeles County, California",116096,20653
1400000US06037277100,06037277100,"Census Tract 2771, Los Angeles County, California",86167,22601
1400000US06037277200,06037277200,"Census Tract 2772, Los Angeles County, California",55991,8530
1400000US06037277400,06037277400,"Census Tract 2774, Los Angeles County, California",36950,7623
1400000US06037278001,06037278001,"Census Tract 2780.01, Los Angeles County, California",71763,11802
1400000US06037278102,06037278102,"Census Tract 2781.02, Los Angeles County, California",128214,16482
1400000US06037291110,06037291110,"Census Tract 2911.10, Los Angeles County, California",36580,5381
1400000US06037291120,06037291120,"Census Tract 2911.20, Los Angeles County, California",31500,9711
1400000US06037291130,06037291130,"Census Tract 2911.30, Los Angeles County, California",47500,11112
1400000US06037291210,06037291210,"Census Tract 2912.10, Los Angeles County, California",44604,5138
1400000US06037291220,06037291220,"Census Tract 2912.20, Los Angeles County, California",41563,10030
1400000US06037291300,06037291300,"Census Tract 2913, Los Angeles County, California",58365,8314
1400000US06037292000,06037292000,"Census Tract 2920, Los Angeles County, California",43107,4348
1400000US06037293201,06037293201,"Census Tract 2932.01, Los Angeles County, California",58194,10024
1400000US06037293202,06037293202,"Census Tract 2932.02, Los Angeles County, California",34441,6040
1400000US06037293301,06037293301,"Census Tract 2933.01, Los Angeles County, California",63581,17881
1400000US06037293302,06037293302,"Census Tract 2933.02, Los Angeles County, California",66620,14370
1400000US06037293304,06037293304,"Census Tract 2933.04, Los Angeles County, California",46699,4889
1400000US06037293306,06037293306,"Census Tract 2933.06, Los Angeles County, California",80333,6409
1400000US06037293307,06037293307,"Census Tract 2933.07, Los Angeles County, California",51250,8755
1400000US06037294110,06037294110,"Census Tract 2941.10, Los Angeles County, California",61786,14485
1400000US06037294120,06037294120,"Census Tract 2941.20, Los Angeles County, California",46378,5423
1400000US06037294200,06037294200,"Census Tract 2942, Los Angeles County, California",66010,16266
1400000US06037294301,06037294301,"Census Tract 2943.01, Los Angeles County, California",75108,7222
1400000US06037294302,06037294302,"Census Tract 2943.02, Los Angeles County, California",47993,8459
1400000US06037294410,06037294410,"Census Tract 2944.10, Los Angeles County, California",46415,6587
1400000US06037294421,06037294421,"Census Tract 2944.21, Los Angeles County, California",42949,13958
1400000US06037294510,06037294510,"Census Tract 2945.10, Los Angeles County, California",37335,7578
1400000US06037294520,06037294520,"Census Tract 2945.20, Los Angeles County, California",45536,7135
1400000US06037294610,06037294610,"Census Tract 2946.10, Los Angeles County, California",36171,3699
1400000US06037294620,06037294620,"Census Tract 2946.20, Los Angeles County, California",46813,9731
1400000US06037294701,06037294701,"Census Tract 2947.01, Los Angeles County, California",32558,5381
1400000US06037294810,06037294810,"Census Tract 2948.10, Los Angeles County, California",34861,2977
1400000US06037294820,06037294820,"Census Tract 2948.20, Los Angeles County, California",33302,3591
1400000US06037294830,06037294830,"Census Tract 2948.30, Los Angeles County, California",30417,3465
1400000US06037294900,06037294900,"Census Tract 2949, Los Angeles County, California",35855,9823
1400000US06037295103,06037295103,"Census Tract 2951.03, Los Angeles County, California",94764,17583
1400000US06037296210,06037296210,"Census Tract 2962.10, Los Angeles County, California",23462,8297
1400000US06037296220,06037296220,"Census Tract 2962.20, Los Angeles County, California",28733,2295
1400000US06037296300,06037296300,"Census Tract 2963, Los Angeles County, California",83443,8871
1400000US06037296401,06037296401,"Census Tract 2964.01, Los Angeles County, California",79516,17999
1400000US06037296402,06037296402,"Census Tract 2964.02, Los Angeles County, California",67935,17929
1400000US06037296500,06037296500,"Census Tract 2965, Los Angeles County, California",36274,6169
1400000US06037296600,06037296600,"Census Tract 2966, Los Angeles County, California",30417,6969
1400000US06037296901,06037296901,"Census Tract 2969.01, Los Angeles County, California",40761,6322
1400000US06037296902,06037296902,"Census Tract 2969.02, Los Angeles County, California",42212,15066
1400000US06037297000,06037297000,"Census Tract 2970, Los Angeles County, California",69141,14982
1400000US06037297110,06037297110,"Census Tract 2971.10, Los Angeles County, California",32212,9715
1400000US06037297120,06037297120,"Census Tract 2971.20, Los Angeles County, California",39589,4444
1400000US06037297201,06037297201,"Census Tract 2972.01, Los Angeles County, California",50965,11840
1400000US06037297202,06037297202,"Census Tract 2972.02, Los Angeles County, California",66292,19068
1400000US06037297300,06037297300,"Census Tract 2973, Los Angeles County, California",79667,9599
1400000US06037297400,06037297400,"Census Tract 2974, Los Angeles County, California",103113,9841
1400000US06037297500,06037297500,"Census Tract 2975, Los Angeles County, California",69419,12012
1400000US06037297601,06037297601,"Census Tract 2976.01, Los Angeles County, California",88683,18569
1400000US06037297602,06037297602,"Census Tract 2976.02, Los Angeles County, California",66522,13781
1400000US06037300100,06037300100,"Census Tract 3001, Los Angeles County, California",112348,15289
1400000US06037300200,06037300200,"Census Tract 3002, Los Angeles County, California",77330,15494
1400000US06037300301,06037300301,"Census Tract 3003.01, Los Angeles County, California",99528,9845
1400000US06037300400,06037300400,"Census Tract 3004, Los Angeles County, California",80640,6170
1400000US06037300501,06037300501,"Census Tract 3005.01, Los Angeles County, California",106281,18964
1400000US06037300502,06037300502,"Census Tract 3005.02, Los Angeles County, California",72361,9620
1400000US06037300600,06037300600,"Census Tract 3006, Los Angeles County, California",63792,9595
1400000US06037300701,06037300701,"Census Tract 3007.01, Los Angeles County, California",110813,22741
1400000US06037300702,06037300702,"Census Tract 3007.02, Los Angeles County, California",119253,19159
1400000US06037300800,06037300800,"Census Tract 3008, Los Angeles County, California",70653,19285
1400000US06037300901,06037300901,"Census Tract 3009.01, Los Angeles County, California",137969,19284
1400000US06037300902,06037300902,"Census Tract 3009.02, Los Angeles County, California",124342,12009
1400000US06037301000,06037301000,"Census Tract 3010, Los Angeles County, California",53354,8724
1400000US06037301100,06037301100,"Census Tract 3011, Los Angeles County, California",67038,13586
1400000US06037301203,06037301203,"Census Tract 3012.03, Los Angeles County, California",53170,12335
1400000US06037301204,06037301204,"Census Tract 3012.04, Los Angeles County, California",46000,15475
1400000US06037301205,06037301205,"Census Tract 3012.05, Los Angeles County, California",107625,49271
1400000US06037301206,06037301206,"Census Tract 3012.06, Los Angeles County, California",52090,8203
1400000US06037301300,06037301300,"Census Tract 3013, Los Angeles County, California",137708,20897
1400000US06037301400,06037301400,"Census Tract 3014, Los Angeles County, California",125630,18979
1400000US06037301501,06037301501,"Census Tract 3015.01, Los Angeles County, California",66445,10838
1400000US06037301502,06037301502,"Census Tract 3015.02, Los Angeles County, California",39783,8136
1400000US06037301601,06037301601,"Census Tract 3016.01, Los Angeles County, California",37031,9668
1400000US06037301602,06037301602,"Census Tract 3016.02, Los Angeles County, California",50438,7887
1400000US06037301701,06037301701,"Census Tract 3017.01, Los Angeles County, California",65590,11579
1400000US06037301702,06037301702,"Census Tract 3017.02, Los Angeles County, California",40500,7460
1400000US06037301801,06037301801,"Census Tract 3018.01, Los Angeles County, California",46667,7689
1400000US06037301802,06037301802,"Census Tract 3018.02, Los Angeles County, California",38980,20995
1400000US06037301900,06037301900,"Census Tract 3019, Los Angeles County, California",47144,6637
1400000US06037302002,06037302002,"Census Tract 3020.02, Los Angeles County, California",44462,6657
1400000US06037302003,06037302003,"Census Tract 3020.03, Los Angeles County, California",35123,5688
1400000US06037302004,06037302004,"Census Tract 3020.04, Los Angeles County, California",46921,5710
1400000US06037302102,06037302102,"Census Tract 3021.02, Los Angeles County, California",42938,10180
1400000US06037302103,06037302103,"Census Tract 3021.03, Los Angeles County, California",39847,8121
1400000US06037302104,06037302104,"Census Tract 3021.04, Los Angeles County, California",44960,8884
1400000US06037302201,06037302201,"Census Tract 3022.01, Los Angeles County, California",23398,5552
1400000US06037302202,06037302202,"Census Tract 3022.02, Los Angeles County, California",30364,4375
1400000US06037302301,06037302301,"Census Tract 3023.01, Los Angeles County, California",53220,11601
1400000US06037302302,06037302302,"Census Tract 3023.02, Los Angeles County, California",38397,4904
1400000US06037302401,06037302401,"Census Tract 3024.01, Los Angeles County, California",36422,9154
1400000US06037302503,06037302503,"Census Tract 3025.03, Los Angeles County, California",35397,7388
1400000US06037302504,06037302504,"Census Tract 3025.04, Los Angeles County, California",33892,12818
1400000US06037302505,06037302505,"Census Tract 3025.05, Los Angeles County, California",29564,10017
1400000US06037302506,06037302506,"Census Tract 3025.06, Los Angeles County, California",48950,11586
1400000US06037310100,06037310100,"Census Tract 3101, Los Angeles County, California",117618,29236
1400000US06037310201,06037310201,"Census Tract 3102.01, Los Angeles County, California",66146,16232
1400000US06037310202,06037310202,"Census Tract 3102.02, Los Angeles County, California",67594,8212
1400000US06037310300,06037310300,"Census Tract 3103, Los Angeles County, California",101375,25524
1400000US06037310400,06037310400,"Census Tract 3104, Los Angeles County, California",60521,21925
1400000US06037310501,06037310501,"Census Tract 3105.01, Los Angeles County, California",54033,10608
1400000US06037310601,06037310601,"Census Tract 3106.01, Los Angeles County, California",49522,7320
1400000US06037310602,06037310602,"Census Tract 3106.02, Los Angeles County, California",69773,19602
1400000US06037310701,06037310701,"Census Tract 3107.01, Los Angeles County, California",25495,6664
1400000US06037310702,06037310702,"Census Tract 3107.02, Los Angeles County, California",43421,7470
1400000US06037310703,06037310703,"Census Tract 3107.03, Los Angeles County, California",55104,11526
1400000US06037310800,06037310800,"Census Tract 3108, Los Angeles County, California",66690,8574
1400000US06037310900,06037310900,"Census Tract 3109, Los Angeles County, California",78631,18889
1400000US06037311000,06037311000,"Census Tract 3110, Los Angeles County, California",71571,6914
1400000US06037311100,06037311100,"Census Tract 3111, Los Angeles County, California",90091,7880
1400000US06037311200,06037311200,"Census Tract 3112, Los Angeles County, California",62426,21995
1400000US06037311300,06037311300,"Census Tract 3113, Los Angeles County, California",88750,15773
1400000US06037311400,06037311400,"Census Tract 3114, Los Angeles County, California",71280,8113
1400000US06037311500,06037311500,"Census Tract 3115, Los Angeles County, California",80184,9005
1400000US06037311600,06037311600,"Census Tract 3116, Los Angeles County, California",76272,9102
1400000US06037311700,06037311700,"Census Tract 3117, Los Angeles County, California",75690,14114
1400000US06037311801,06037311801,"Census Tract 3118.01, Los Angeles County, California",50536,9384
1400000US06037311802,06037311802,"Census Tract 3118.02, Los Angeles County, California",42546,13019
1400000US06037320000,06037320000,"Census Tract 3200, Los Angeles County, California",-,**
1400000US06037320100,06037320100,"Census Tract 3201, Los Angeles County, California",62603,6130
1400000US06037320201,06037320201,"Census Tract 3202.01, Los Angeles County, California",37917,12683
1400000US06037320202,06037320202,"Census Tract 3202.02, Los Angeles County, California",61566,5459
1400000US06037320300,06037320300,"Census Tract 3203, Los Angeles County, California",41716,7868
1400000US06037400204,06037400204,"Census Tract 4002.04, Los Angeles County, California",115268,20330
1400000US06037400205,06037400205,"Census Tract 4002.05, Los Angeles County, California",170625,22636
1400000US06037400206,06037400206,"Census Tract 4002.06, Los Angeles County, California",116921,9510
1400000US06037400207,06037400207,"Census Tract 4002.07, Los Angeles County, California",121298,11767
1400000US06037400302,06037400302,"Census Tract 4003.02, Los Angeles County, California",65307,3823
1400000US06037400304,06037400304,"Census Tract 4003.04, Los Angeles County, California",70677,9913
1400000US06037400402,06037400402,"Census Tract 4004.02, Los Angeles County, California",92500,20602
1400000US06037400403,06037400403,"Census Tract 4004.03, Los Angeles County, California",96324,10276
1400000US06037400404,06037400404,"Census Tract 4004.04, Los Angeles County, California",110521,15172
1400000US06037400501,06037400501,"Census Tract 4005.01, Los Angeles County, California",111691,29399
1400000US06037400602,06037400602,"Census Tract 4006.02, Los Angeles County, California",50128,18435
1400000US06037400603,06037400603,"Census Tract 4006.03, Los Angeles County, California",77771,10383
1400000US06037400604,06037400604,"Census Tract 4006.04, Los Angeles County, California",56759,23752
1400000US06037400800,06037400800,"Census Tract 4008, Los Angeles County, California",70083,17053
1400000US06037400900,06037400900,"Census Tract 4009, Los Angeles County, California",64894,12405
1400000US06037401001,06037401001,"Census Tract 4010.01, Los Angeles County, California",95893,19289
1400000US06037401002,06037401002,"Census Tract 4010.02, Los Angeles County, California",56394,7749
1400000US06037401101,06037401101,"Census Tract 4011.01, Los Angeles County, California",58799,5956
1400000US06037401102,06037401102,"Census Tract 4011.02, Los Angeles County, California",55807,9240
1400000US06037401201,06037401201,"Census Tract 4012.01, Los Angeles County, California",90100,15291
1400000US06037401202,06037401202,"Census Tract 4012.02, Los Angeles County, California",79236,15857
1400000US06037401203,06037401203,"Census Tract 4012.03, Los Angeles County, California",66295,15687
1400000US06037401303,06037401303,"Census Tract 4013.03, Los Angeles County, California",99632,11627
1400000US06037401304,06037401304,"Census Tract 4013.04, Los Angeles County, California",97039,19871
1400000US06037401311,06037401311,"Census Tract 4013.11, Los Angeles County, California",69083,13894
1400000US06037401312,06037401312,"Census Tract 4013.12, Los Angeles County, California",67132,14224
1400000US06037401500,06037401500,"Census Tract 4015, Los Angeles County, California",56929,9830
1400000US06037401601,06037401601,"Census Tract 4016.01, Los Angeles County, California",64597,14012
1400000US06037401602,06037401602,"Census Tract 4016.02, Los Angeles County, California",64811,6940
1400000US06037401603,06037401603,"Census Tract 4016.03, Los Angeles County, California",55000,10582
1400000US06037401701,06037401701,"Census Tract 4017.01, Los Angeles County, California",71908,13783
1400000US06037401703,06037401703,"Census Tract 4017.03, Los Angeles County, California",51289,10311
1400000US06037401704,06037401704,"Census Tract 4017.04, Los Angeles County, California",56285,13985
1400000US06037401800,06037401800,"Census Tract 4018, Los Angeles County, California",99429,14630
1400000US06037401901,06037401901,"Census Tract 4019.01, Los Angeles County, California",72813,49606
1400000US06037401902,06037401902,"Census Tract 4019.02, Los Angeles County, California",68702,8530
1400000US06037402001,06037402001,"Census Tract 4020.01, Los Angeles County, California",49461,10714
1400000US06037402002,06037402002,"Census Tract 4020.02, Los Angeles County, California",62550,5726
1400000US06037402101,06037402101,"Census Tract 4021.01, Los Angeles County, California",57905,15289
1400000US06037402102,06037402102,"Census Tract 4021.02, Los Angeles County, California",57083,14771
1400000US06037402200,06037402200,"Census Tract 4022, Los Angeles County, California",58685,5590
1400000US06037402301,06037402301,"Census Tract 4023.01, Los Angeles County, California",50387,9815
1400000US06037402303,06037402303,"Census Tract 4023.03, Los Angeles County, California",35362,6774
1400000US06037402304,06037402304,"Census Tract 4023.04, Los Angeles County, California",32564,4194
1400000US06037402402,06037402402,"Census Tract 4024.02, Los Angeles County, California",57398,8060
1400000US06037402403,06037402403,"Census Tract 4024.03, Los Angeles County, California",54094,6917
1400000US06037402404,06037402404,"Census Tract 4024.04, Los Angeles County, California",-,**
1400000US06037402405,06037402405,"Census Tract 4024.05, Los Angeles County, California",59345,8146
1400000US06037402406,06037402406,"Census Tract 4024.06, Los Angeles County, California",49861,17359
1400000US06037402501,06037402501,"Census Tract 4025.01, Los Angeles County, California",37226,6154
1400000US06037402502,06037402502,"Census Tract 4025.02, Los Angeles County, California",41343,8182
1400000US06037402600,06037402600,"Census Tract 4026, Los Angeles County, California",43594,10391
1400000US06037402702,06037402702,"Census Tract 4027.02, Los Angeles County, California",34516,3190
1400000US06037402703,06037402703,"Census Tract 4027.03, Los Angeles County, California",58355,12731
1400000US06037402705,06037402705,"Census Tract 4027.05, Los Angeles County, California",63500,8606
1400000US06037402706,06037402706,"Census Tract 4027.06, Los Angeles County, California",62872,13093
1400000US06037402801,06037402801,"Census Tract 4028.01, Los Angeles County, California",30508,7987
1400000US06037402803,06037402803,"Census Tract 4028.03, Los Angeles County, California",39375,5915
1400000US06037402804,06037402804,"Census Tract 4028.04, Los Angeles County, California",38889,5048
1400000US06037402902,06037402902,"Census Tract 4029.02, Los Angeles County, California",41808,8825
1400000US06037402903,06037402903,"Census Tract 4029.03, Los Angeles County, California",48538,7548
1400000US06037402904,06037402904,"Census Tract 4029.04, Los Angeles County, California",55481,10680
1400000US06037403000,06037403000,"Census Tract 4030, Los Angeles County, California",52212,7718
1400000US06037403200,06037403200,"Census Tract 4032, Los Angeles County, California",-,**
1400000US06037403303,06037403303,"Census Tract 4033.03, Los Angeles County, California",85119,7509
1400000US06037403304,06037403304,"Census Tract 4033.04, Los Angeles County, California",93560,17672
1400000US06037403305,06037403305,"Census Tract 4033.05, Los Angeles County, California",80417,15138
1400000US06037403312,06037403312,"Census Tract 4033.12, Los Angeles County, California",75288,19902
1400000US06037403316,06037403316,"Census Tract 4033.16, Los Angeles County, California",93828,28556
1400000US06037403317,06037403317,"Census Tract 4033.17, Los Angeles County, California",83778,5062
1400000US06037403318,06037403318,"Census Tract 4033.18, Los Angeles County, California",81363,7578
1400000US06037403319,06037403319,"Census Tract 4033.19, Los Angeles County, California",73711,9361
