,AFFGEOID,STATEFP,COUNTYFP,TRACTCE,GEOID,NAME.1,LSAD,ALAND,AWATER,AREA,PERIMETER,CAABA_,CAABA_ID,NAME.2,Total,White,Black,AIndian,Asian,Hawaiian,Max,residuals,div,Diversity,mean.partmat
1621,1400000US06037534501,6,37,534501,6037534501,5345.01,CT,673837,0,18037550502,1379632.843,19,18,South Coast,4911,3572,6,53,59,0,3572,830.6120261,0.727346773,0.272653227,11.11992083
1645,1400000US06037535802,6,37,535802,6037535802,5358.02,CT,796244,0,18037550502,1379632.843,19,18,South Coast,6891,3304,54,45,0,0,3304,574.5199673,0.47946597,0.52053403,11.05175464
1662,1400000US06037540400,6,37,540400,6037540400,5404,CT,339717,0,18037550502,1379632.843,19,18,South Coast,2494,1027,481,0,0,87,1027,-1596.548972,0.411788292,0.588211708,11.11106114
1683,1400000US06037541802,6,37,541802,6037541802,5418.02,CT,1094514,0,18037550502,1379632.843,19,18,South Coast,5142,1647,472,16,0,0,1647,-978.7817109,0.320303384,0.679696616,10.90343159
2151,1400000US06037703100,6,37,703100,6037703100,7031,CT,2662193,1987,18037550502,1379632.843,19,18,South Coast,5355,639,4180,0,164,0,4180,-1066.893249,0.780578898,0.219421102,11.82868809
2041,1400000US06037620702,6,37,620702,6037620702,6207.02,CT,1325081,0,18037550502,1379632.843,19,18,South Coast,6905,5030,194,27,1051,0,5030,2335.251463,0.728457639,0.271542361,11.42064848
2240,1400000US06037920337,6,37,920337,6037920337,9203.37,CT,1648101,0,18037550502,1379632.843,19,18,South Coast,7730,4937,510,82,442,0,4937,2320.645409,0.638680466,0.361319534,9.760224154
2250,1400000US06037980019,6,37,980019,6037980019,9800.19,CT,44210349,31076,18037550502,1379632.843,19,18,South Coast,228,201,7,0,20,0,201,-2540.139892,0.881578947,0.118421053,13.01932992
1368,1400000US06037462201,6,37,462201,6037462201,4622.01,CT,536846,0,18037550502,1379632.843,19,18,South Coast,3634,2401,243,7,719,15,2401,-281.592514,0.660704458,0.339295542,11.67107548
64,1400000US06037108101,6,37,108101,6037108101,1081.01,CT,1128633,0,18037550502,1379632.843,19,18,South Coast,2330,1666,126,0,398,0,1666,-1045.618121,0.715021459,0.284978541,11.96932204
2772,1400000US06059099508,6,59,99508,6059099508,995.08,CT,1215278,0,18037550502,1379632.843,19,18,South Coast,4516,3484,123,0,429,38,3484,771.6376329,0.771479185,0.228520815,9.187270082
2806,1400000US06059110015,6,59,110015,6059110015,1100.15,CT,7196386,0,18037550502,1379632.843,19,18,South Coast,3575,3026,0,0,203,14,3026,283.1235334,0.846433566,0.153566434,9.430541723
2853,1400000US06065031100,6,65,31100,6065031100,311,CT,2897574,0,18037550502,1379632.843,19,18,South Coast,4645,3766,242,0,45,0,3766,1083.159404,0.810764263,0.189235737,8.910536221
2870,1400000US06065040203,6,65,40203,6065040203,402.03,CT,938223,0,18037550502,1379632.843,19,18,South Coast,3937,1837,104,64,51,23,1837,-880.0759272,0.466598933,0.533401067,9.538929695
2887,1400000US06065040609,6,65,40609,6065040609,406.09,CT,22808921,1504532,18037550502,1379632.843,19,18,South Coast,10676,4876,882,37,2978,0,4876,2351.931954,0.456725365,0.543274635,10.68839484
2927,1400000US06065041410,6,65,41410,6065041410,414.1,CT,1945490,0,18037550502,1379632.843,19,18,South Coast,2929,2087,0,0,89,28,2087,-655.8764666,0.712529874,0.287470126,9.26802457
2941,1400000US06065041809,6,65,41809,6065041809,418.09,CT,2712782,0,18037550502,1379632.843,19,18,South Coast,5709,4169,614,0,426,0,4169,1578.445949,0.730250482,0.269749518,9.130178325
2961,1400000US06065042013,6,65,42013,6065042013,420.13,CT,2972810,0,18037550502,1379632.843,19,18,South Coast,8370,5138,972,93,899,0,5138,2636.259344,0.61385902,0.38614098,6.887744453
2975,1400000US06065042403,6,65,42403,6065042403,424.03,CT,1974412,0,18037550502,1379632.843,19,18,South Coast,4390,3295,277,0,273,29,3295,620.8422778,0.750569476,0.249430524,6.023917021
2986,1400000US06065042506,6,65,42506,6065042506,425.06,CT,3061797,0,18037550502,1379632.843,19,18,South Coast,9178,3752,2700,55,1348,117,3752,1678.945229,0.408803661,0.591196339,6.650511876
2279,1400000US06059001801,6,59,1801,6059001801,18.01,CT,1750832,0,18037550502,1379632.843,19,18,South Coast,5359,2341,305,45,1239,9,2341,-326.2114232,0.43683523,0.56316477,9.424055878
2296,1400000US06059011602,6,59,11602,6059011602,116.02,CT,5641944,28076,18037550502,1379632.843,19,18,South Coast,5402,3872,41,61,340,0,3872,1139.2949,0.716771566,0.283228434,9.079296376
2318,1400000US06059021815,6,59,21815,6059021815,218.15,CT,38051947,51889,18037550502,1379632.843,19,18,South Coast,8127,4641,196,25,2622,0,4641,1946.747627,0.571059432,0.428940568,10.60618088
2335,1400000US06059021913,6,59,21913,6059021913,219.13,CT,2516185,297376,18037550502,1379632.843,19,18,South Coast,9494,4743,166,38,910,4,4743,2041.305164,0.499578681,0.500421319,8.713365597
2384,1400000US06059032055,6,59,32055,6059032055,320.55,CT,1089380,0,18037550502,1379632.843,19,18,South Coast,3925,2883,14,0,382,0,2883,143.596683,0.734522293,0.265477707,6.873030703
3020,1400000US06065042723,6,65,42723,6065042723,427.23,CT,35323551,0,18037550502,1379632.843,19,18,South Coast,5671,4648,112,172,13,11,4648,1932.90873,0.819608535,0.180391465,4.957665745
3037,1400000US06065042745,6,65,42745,6065042745,427.45,CT,38230235,0,18037550502,1379632.843,19,18,South Coast,5396,4136,117,37,215,11,4136,1422.14914,0.766493699,0.233506301,5.046093676
3091,1400000US06065043309,6,65,43309,6065043309,433.09,CT,1216686,0,18037550502,1379632.843,19,18,South Coast,2931,2096,221,33,7,0,2096,-592.0503204,0.715114295,0.284885705,4.906352606
3111,1400000US06065043512,6,65,43512,6065043512,435.12,CT,3096476,0,18037550502,1379632.843,19,18,South Coast,6849,4272,691,142,151,111,4272,1700.548271,0.623740692,0.376259308,4.931338977
2439,1400000US06059052420,6,59,52420,6059052420,524.2,CT,31543402,142637,18037550502,1379632.843,19,18,South Coast,22648,9110,396,238,10988,0,10988,6465.364049,0.485164253,0.514835747,8.269102574
2456,1400000US06059052518,6,59,52518,6059052518,525.18,CT,5781325,0,18037550502,1379632.843,19,18,South Coast,4061,2572,37,0,1234,0,2572,-161.6974285,0.633341541,0.366658459,7.724397799
2497,1400000US06059062645,6,59,62645,6059062645,626.45,CT,5536309,219026,18037550502,1379632.843,19,18,South Coast,6800,5341,0,0,1005,0,5341,2598.123533,0.785441176,0.214558824,7.797697608
2505,1400000US06059062900,6,59,62900,6059062900,629,CT,460012,620810,18037550502,1379632.843,19,18,South Coast,1598,1511,0,6,39,0,1511,-1231.876467,0.945556946,0.054443054,8.058040434
2511,1400000US06059063009,6,59,63009,6059063009,630.09,CT,1881646,942293,18037550502,1379632.843,19,18,South Coast,1564,1409,0,0,125,0,1409,-1333.876467,0.900895141,0.099104859,8.074354914
2521,1400000US06059063500,6,59,63500,6059063500,635,CT,1576412,2302690,18037550502,1379632.843,19,18,South Coast,7319,6256,82,61,359,0,6256,3533.466266,0.854761579,0.145238421,8.129475414
2555,1400000US06059074403,6,59,74403,6059074403,744.03,CT,4447809,0,18037550502,1379632.843,19,18,South Coast,6164,3385,0,32,52,0,3385,642.1235334,0.549156392,0.450843608,8.228113942
2589,1400000US06059075507,6,59,75507,6059075507,755.07,CT,1270775,0,18037550502,1379632.843,19,18,South Coast,5764,3026,143,9,743,285,3026,318.5992751,0.524982651,0.475017349,8.204674795
2611,1400000US06059075814,6,59,75814,6059075814,758.14,CT,1856976,0,18037550502,1379632.843,19,18,South Coast,3191,2326,37,0,745,0,2326,-407.6974285,0.728925102,0.271074898,9.080455723
2645,1400000US06059086901,6,59,86901,6059086901,869.01,CT,1311247,0,18037550502,1379632.843,19,18,South Coast,8406,4057,608,12,1960,0,4057,1464.957456,0.482631454,0.517368546,9.091228574
2660,1400000US06059087405,6,59,87405,6059087405,874.05,CT,1162548,0,18037550502,1379632.843,19,18,South Coast,6140,5056,30,44,302,0,5056,2320.565997,0.823452769,0.176547231,8.612373235
2686,1400000US06059088301,6,59,88301,6059088301,883.01,CT,1665728,0,18037550502,1379632.843,19,18,South Coast,7141,3628,29,29,2187,0,3628,892.3179146,0.508052094,0.491947906,8.449590319
2694,1400000US06059088602,6,59,88602,6059088602,886.02,CT,1303759,0,18037550502,1379632.843,19,18,South Coast,4993,2184,180,157,1837,0,2184,-514.2216869,0.437412377,0.562587623,8.453035578
2719,1400000US06059099217,6,59,99217,6059099217,992.17,CT,1056828,155455,18037550502,1379632.843,19,18,South Coast,2460,2130,46,0,160,0,2130,-601.4646895,0.865853659,0.134146341,8.313692458
1057,1400000US06037311802,6,37,311802,6037311802,3118.02,CT,811608,12176,18037550502,1379632.843,19,18,South Coast,3680,2195,149,12,575,0,2195,-510.9122323,0.596467391,0.403532609,11.94635253
2708,1400000US06059089104,6,59,89104,6059089104,891.04,CT,780929,34410,18037550502,1379632.843,19,18,South Coast,5348,2068,41,68,980,80,2068,-664.7051001,0.386686612,0.613313388,8.378161464
3209,1400000US06071000808,6,71,808,6071000808,8.08,CT,2554426,0,18037550502,1379632.843,19,18,South Coast,6308,3223,339,0,861,73,3223,564.2233685,0.510938491,0.489061509,13.44073385
3243,1400000US06071001504,6,71,1504,6071001504,15.04,CT,1283698,0,18037550502,1379632.843,19,18,South Coast,5513,3469,491,31,309,0,3469,847.9318492,0.629239978,0.370760022,12.79778849
3260,1400000US06071001905,6,71,1905,6071001905,19.05,CT,14639335,0,18037550502,1379632.843,19,18,South Coast,6134,3766,311,10,710,68,3766,1100.277069,0.613955005,0.386044995,12.13559847
3276,1400000US06071002028,6,71,2028,6071002028,20.28,CT,2091805,0,18037550502,1379632.843,19,18,South Coast,5100,3494,580,0,314,0,3494,895.0111569,0.685098039,0.314901961,12.36586466
3284,1400000US06071002038,6,71,2038,6071002038,20.38,CT,2047737,0,18037550502,1379632.843,19,18,South Coast,5860,2619,1359,0,862,0,2619,213.2671202,0.446928328,0.553071672,10.31247655
3293,1400000US06071002207,6,71,2207,6071002207,22.07,CT,7970613,0,18037550502,1379632.843,19,18,South Coast,4789,2258,1052,12,202,0,2258,-223.8940874,0.471497181,0.528502819,11.31258735
3327,1400000US06071003503,6,71,3503,6071003503,35.03,CT,3911282,0,18037550502,1379632.843,19,18,South Coast,5586,2926,1014,4,219,0,2926,434.6787924,0.523809524,0.476190476,7.870787659
2367,1400000US06059032037,6,59,32037,6059032037,320.37,CT,4371438,0,18037550502,1379632.843,19,18,South Coast,5274,4780,73,0,278,0,4780,2055.233527,0.906332954,0.093667046,6.97301197
2454,1400000US06059052515,6,59,52515,6059052515,525.15,CT,1863718,0,18037550502,1379632.843,19,18,South Coast,9105,3370,222,0,4859,29,4859,682.1977617,0.533662823,0.466337177,8.022004632
352,1400000US06037143604,6,37,143604,6037143604,1436.04,CT,534145,27731,18037550502,1379632.843,19,18,South Coast,3024,2107,348,9,413,13,2107,-549.5438925,0.696759259,0.303240741,12.36512931
836,1400000US06037262400,6,37,262400,6037262400,2624,CT,11268734,0,18037550502,1379632.843,19,18,South Coast,3182,2823,14,0,226,0,2823,83.59668297,0.887177876,0.112822124,12.96190217
885,1400000US06037269905,6,37,269905,6037269905,2699.05,CT,238027,0,18037550502,1379632.843,19,18,South Coast,2971,1999,215,6,608,0,1999,-690.538813,0.672837428,0.327162572,12.23109627
19,1400000US06037104103,6,37,104103,6037104103,1041.03,CT,949109,0,18037550502,1379632.843,19,18,South Coast,3814,2248,526,95,357,5,2248,-364.385277,0.589407446,0.410592554,11.650539
60,1400000US06037106648,6,37,106648,6037106648,1066.48,CT,792930,0,18037550502,1379632.843,19,18,South Coast,4348,3234,38,55,16,0,3234,500.5506536,0.743790248,0.256209752,11.51885733
373,1400000US06037183610,6,37,183610,6037183610,1836.1,CT,378642,0,18037550502,1379632.843,19,18,South Coast,3386,1640,113,14,191,0,1640,-1074.843188,0.484347312,0.515652688,11.45569017
461,1400000US06037194200,6,37,194200,6037194200,1942,CT,2603215,0,18037550502,1379632.843,19,18,South Coast,3569,2973,85,0,155,27,2973,251.2105127,0.833006444,0.166993556,12.28100653
1164,1400000US06037404401,6,37,404401,6037404401,4044.01,CT,1450508,0,18037550502,1379632.843,19,18,South Coast,3903,1791,23,0,219,4,1791,-946.170578,0.458877786,0.541122214,12.97517722
1242,1400000US06037408211,6,37,408211,6037408211,4082.11,CT,7762269,110782,18037550502,1379632.843,19,18,South Coast,6336,1908,2,0,3232,0,3232,-834.3803023,0.51010101,0.48989899,11.7126163
1280,1400000US06037430600,6,37,430600,6037430600,4306,CT,3709005,9801,18037550502,1379632.843,19,18,South Coast,4605,2041,0,0,2067,14,2067,-701.8764666,0.448859935,0.551140065,11.98629025
1553,1400000US06037531504,6,37,531504,6037531504,5315.04,CT,502788,0,18037550502,1379632.843,19,18,South Coast,4703,2897,0,1,0,0,2897,154.1235334,0.615989794,0.384010206,11.17168579
1618,1400000US06037534404,6,37,534404,6037534404,5344.04,CT,411048,0,18037550502,1379632.843,19,18,South Coast,3432,2359,21,48,19,0,2359,-378.6667423,0.687354312,0.312645688,11.0785141
1681,1400000US06037541700,6,37,541700,6037541700,5417,CT,1400357,0,18037550502,1379632.843,19,18,South Coast,6275,2099,760,58,9,0,2099,-455.3340634,0.334501992,0.665498008,11.01252459
2071,1400000US06037650702,6,37,650702,6037650702,6507.02,CT,1398864,0,18037550502,1379632.843,19,18,South Coast,4750,3217,37,14,1240,0,3217,483.3025715,0.677263158,0.322736842,11.28292562
532,1400000US06037205110,6,37,205110,6037205110,2051.1,CT,286960,0,18037550502,1379632.843,19,18,South Coast,3567,1889,68,21,46,0,1889,-837.0068831,0.529576675,0.470423325,11.20160469
759,1400000US06037234902,6,37,234902,6037234902,2349.02,CT,447718,0,18037550502,1379632.843,19,18,South Coast,3700,522,1983,20,8,0,1983,-1728.929644,0.535945946,0.464054054,11.7387776
624,1400000US06037213401,6,37,213401,6037213401,2134.01,CT,196100,0,18037550502,1379632.843,19,18,South Coast,5806,464,54,6,1069,0,1069,-2265.480033,0.184119876,0.815880124,11.54996923
2807,1400000US06059110102,6,59,110102,6059110102,1101.02,CT,1524445,1162,18037550502,1379632.843,19,18,South Coast,5780,2624,92,8,2590,112,2624,-96.05291249,0.453979239,0.546020761,9.708851339
1233,1400000US06037408134,6,37,408134,6037408134,4081.34,CT,884018,0,18037550502,1379632.843,19,18,South Coast,2608,690,333,0,1226,0,1226,-1970.265124,0.470092025,0.529907975,12.03555539
405,1400000US06037189202,6,37,189202,6037189202,1892.02,CT,1032930,0,18037550502,1379632.843,19,18,South Coast,2585,2141,48,0,296,0,2141,-589.9685253,0.828239845,0.171760155,11.75367881
514,1400000US06037203500,6,37,203500,6037203500,2035,CT,1633659,23932,18037550502,1379632.843,19,18,South Coast,3537,1855,15,0,603,0,1855,-884.1552349,0.524455753,0.475544247,11.19127074
552,1400000US06037208301,6,37,208301,6037208301,2083.01,CT,92951,0,18037550502,1379632.843,19,18,South Coast,2263,1992,0,10,34,0,1992,-750.8764666,0.880247459,0.119752541,11.47152439
2327,1400000US06059021826,6,59,21826,6059021826,218.26,CT,2526405,785967,18037550502,1379632.843,19,18,South Coast,2643,2058,14,0,250,0,2058,-681.403317,0.778660613,0.221339387,9.9701579
1601,1400000US06037533703,6,37,533703,6037533703,5337.03,CT,774673,78552,18037550502,1379632.843,19,18,South Coast,4054,3374,28,0,0,0,3374,638.0698325,0.83226443,0.16773557,11.09018003
1778,1400000US06037553901,6,37,553901,6037553901,5539.01,CT,1277454,0,18037550502,1379632.843,19,18,South Coast,6818,3262,471,41,360,11,3262,635.970207,0.478439425,0.521560575,10.69804471
1826,1400000US06037570301,6,37,570301,6037570301,5703.01,CT,1159463,44355,18037550502,1379632.843,19,18,South Coast,7393,3328,810,25,360,349,3328,786.0700421,0.450155553,0.549844447,10.81708283
2592,1400000US06059075514,6,59,75514,6059075514,755.14,CT,511565,0,18037550502,1379632.843,19,18,South Coast,4010,1977,123,8,238,9,1977,-735.3623671,0.493017456,0.506982544,8.216452357
2681,1400000US06059088106,6,59,88106,6059088106,881.06,CT,1123087,0,18037550502,1379632.843,19,18,South Coast,5292,2570,87,16,1772,0,2570,-151.293323,0.4856387,0.5143613,8.749298057
2716,1400000US06059099214,6,59,99214,6059099214,992.14,CT,1303980,2159,18037550502,1379632.843,19,18,South Coast,3183,2801,0,0,218,0,2801,58.12353344,0.879987433,0.120012567,8.423298251
3257,1400000US06071001813,6,71,1813,6071001813,18.13,CT,1549570,0,18037550502,1379632.843,19,18,South Coast,4995,2822,397,12,36,0,2822,177.6121309,0.564964965,0.435035035,12.79412403
569,1400000US06037209104,6,37,209104,6037209104,2091.04,CT,69958,0,18037550502,1379632.843,19,18,South Coast,2305,897,114,58,116,5,897,-1817.595106,0.389154013,0.610845987,11.44048235
1152,1400000US06037403721,6,37,403721,6037403721,4037.21,CT,1897348,1687,18037550502,1379632.843,19,18,South Coast,4988,2950,124,28,547,21,2950,237.885715,0.591419407,0.408580593,12.96842336
1965,1400000US06037601202,6,37,601202,6037601202,6012.02,CT,654271,0,18037550502,1379632.843,19,18,South Coast,3887,2449,151,0,69,0,2449,-256.416068,0.630048881,0.369951119,11.72008159
2674,1400000US06059087901,6,59,87901,6059087901,879.01,CT,1110740,0,18037550502,1379632.843,19,18,South Coast,3675,1642,43,12,1340,0,1642,-1090.208936,0.446802721,0.553197279,8.77627736
3201,1400000US06071000501,6,71,501,6071000501,5.01,CT,2596878,0,18037550502,1379632.843,19,18,South Coast,7036,3460,163,25,648,0,3460,757.5609173,0.49175668,0.50824332,12.60693648
630,1400000US06037214502,6,37,214502,6037214502,2145.02,CT,258191,0,18037550502,1379632.843,19,18,South Coast,5083,2902,202,0,1523,81,2902,209.2361195,0.570922683,0.429077317,12.05149231
505,1400000US06037201501,6,37,201501,6037201501,2015.01,CT,888745,0,18037550502,1379632.843,19,18,South Coast,5369,2740,12,38,464,0,2740,0.100518752,0.510337121,0.489662879,11.32925689
742,1400000US06037232120,6,37,232120,6037232120,2321.2,CT,521876,0,18037550502,1379632.843,19,18,South Coast,5294,1093,1137,0,68,0,1137,-1367.807108,0.214771439,0.785228561,11.4960987
2455,1400000US06059052517,6,59,52517,6059052517,525.17,CT,5217061,0,18037550502,1379632.843,19,18,South Coast,10871,5212,810,0,4136,0,5212,2670.070042,0.479440714,0.520559286,7.860993946
3097,1400000US06065043315,6,65,43315,6065043315,433.15,CT,1747655,0,18037550502,1379632.843,19,18,South Coast,1980,1557,0,47,0,0,1557,-1185.876467,0.786363636,0.213636364,4.874728974
2899,1400000US06065040812,6,65,40812,6065040812,408.12,CT,3427723,0,18037550502,1379632.843,19,18,South Coast,3572,3161,17,7,0,0,3161,422.3409293,0.88493841,0.11506159,10.18059401
1371,1400000US06037462302,6,37,462302,6037462302,4623.02,CT,700968,0,18037550502,1379632.843,19,18,South Coast,2606,1221,242,0,806,0,1221,-1461.840596,0.468534152,0.531465848,11.67107548
302,1400000US06037135114,6,37,135114,6037135114,1351.14,CT,1265333,4641,18037550502,1379632.843,19,18,South Coast,4874,2618,195,94,1404,0,2618,-76.50045522,0.537135823,0.462864177,13.31679469
673,1400000US06037221110,6,37,221110,6037221110,2211.1,CT,234230,0,18037550502,1379632.843,19,18,South Coast,3638,784,47,137,342,0,784,-1947.216607,0.215503024,0.784496976,11.54996923
34,1400000US06037104701,6,37,104701,6037104701,1047.01,CT,550502,0,18037550502,1379632.843,19,18,South Coast,3836,2338,364,0,18,0,2338,-314.5745787,0.609489051,0.390510949,11.91710462
736,1400000US06037231600,6,37,231600,6037231600,2316,CT,954663,0,18037550502,1379632.843,19,18,South Coast,6982,1028,1922,0,65,10,1922,-1238.062652,0.27527929,0.72472071,11.59120487
