site,monitor,date,start_hour,value,variable,units,quality,prelim,name 
3702,-,2016-04-30,11,10.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Mira Loma Van Buren 
3702,-,2016-04-30,12,11.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Mira Loma Van Buren 
3702,-,2016-04-30,13,10.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Mira Loma Van Buren 
3702,-,2016-04-30,14,11.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Mira Loma Van Buren 
3702,-,2016-04-30,15,14.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Mira Loma Van Buren 
3702,-,2016-04-30,16,16.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Mira Loma Van Buren 
3702,-,2016-04-30,17,15.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Mira Loma Van Buren 
3702,-,2016-04-30,18,13.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Mira Loma Van Buren 
3702,-,2016-04-30,19,19.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Mira Loma Van Buren 
3702,-,2016-04-30,20,14.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Mira Loma Van Buren 
3702,-,2016-04-30,21,15.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Mira Loma Van Buren 
3702,-,2016-04-30,22,17.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Mira Loma Van Buren 
3702,-,2016-04-30,23,19.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Mira Loma Van Buren 
2596,-,2016-04-30,0,11.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Riverside-Rubidoux 
2596,-,2016-04-30,1,11.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Riverside-Rubidoux 
2596,-,2016-04-30,2,11.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Riverside-Rubidoux 
2596,-,2016-04-30,3,9.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Riverside-Rubidoux 
2596,-,2016-04-30,4,6.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Riverside-Rubidoux 
2596,-,2016-04-30,5,6.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Riverside-Rubidoux 
2596,-,2016-04-30,6,4.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Riverside-Rubidoux 
2596,-,2016-04-30,7,5.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Riverside-Rubidoux 
2596,-,2016-04-30,8,7.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Riverside-Rubidoux 
2596,-,2016-04-30,9,6.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Riverside-Rubidoux 
2596,-,2016-04-30,10,5.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Riverside-Rubidoux 
2596,-,2016-04-30,11,7.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Riverside-Rubidoux 
2596,-,2016-04-30,12,9.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Riverside-Rubidoux 
2596,-,2016-04-30,13,9.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Riverside-Rubidoux 
2596,-,2016-04-30,14,12.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Riverside-Rubidoux 
2596,-,2016-04-30,15,14.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Riverside-Rubidoux 
2596,-,2016-04-30,16,14.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Riverside-Rubidoux 
2596,-,2016-04-30,17,12.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Riverside-Rubidoux 
2596,-,2016-04-30,18,12.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Riverside-Rubidoux 
2596,-,2016-04-30,19,11.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Riverside-Rubidoux 
2596,-,2016-04-30,20,8.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Riverside-Rubidoux 
2596,-,2016-04-30,21,10.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Riverside-Rubidoux 
2596,-,2016-04-30,22,12.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Riverside-Rubidoux 
2596,-,2016-04-30,23,20.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Riverside-Rubidoux 
3777,-,2016-04-30,0,9.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Winchester-33700 Borel Road              
3777,-,2016-04-30,1,12.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Winchester-33700 Borel Road              
3777,-,2016-04-30,2,13.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Winchester-33700 Borel Road              
3777,-,2016-04-30,3,8.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Winchester-33700 Borel Road              
3777,-,2016-04-30,4,3.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Winchester-33700 Borel Road              
3777,-,2016-04-30,5,3.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Winchester-33700 Borel Road              
3777,-,2016-04-30,6,0.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Winchester-33700 Borel Road              
3777,-,2016-04-30,7,18.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Winchester-33700 Borel Road              
3777,-,2016-04-30,8,6.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Winchester-33700 Borel Road              
3777,-,2016-04-30,9,5.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Winchester-33700 Borel Road              
3777,-,2016-04-30,10,2.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Winchester-33700 Borel Road              
3777,-,2016-04-30,11,1.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Winchester-33700 Borel Road              
3777,-,2016-04-30,12,3.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Winchester-33700 Borel Road              
3777,-,2016-04-30,13,4.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Winchester-33700 Borel Road              
3777,-,2016-04-30,14,5.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Winchester-33700 Borel Road              
3777,-,2016-04-30,15,6.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Winchester-33700 Borel Road              
3777,-,2016-04-30,16,8.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Winchester-33700 Borel Road              
3777,-,2016-04-30,17,9.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Winchester-33700 Borel Road              
3777,-,2016-04-30,18,9.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Winchester-33700 Borel Road              
3777,-,2016-04-30,19,7.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Winchester-33700 Borel Road              
3777,-,2016-04-30,20,6.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Winchester-33700 Borel Road              
3777,-,2016-04-30,21,4.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Winchester-33700 Borel Road              
3777,-,2016-04-30,22,3.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Winchester-33700 Borel Road              
3777,-,2016-04-30,23,9.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Winchester-33700 Borel Road              
2499,-,2016-04-30,0,8.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Crestline 
2499,-,2016-04-30,1,3.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Crestline 
2499,-,2016-04-30,2,1.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Crestline 
2499,-,2016-04-30,3,3.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Crestline 
2499,-,2016-04-30,4,1.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Crestline 
2499,-,2016-04-30,6,1.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Crestline 
2499,-,2016-04-30,7,1.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Crestline 
2499,-,2016-04-30,8,0.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Crestline 
2499,-,2016-04-30,10,1.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Crestline 
2499,-,2016-04-30,12,0.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Crestline 
2499,-,2016-04-30,19,3.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Crestline 
2499,-,2016-04-30,20,2.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Crestline 
2499,-,2016-04-30,21,0.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Crestline 
2499,-,2016-04-30,22,3.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Crestline 
2499,-,2016-04-30,23,7.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Crestline 
2485,-,2016-04-30,0,9.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Upland 
2485,-,2016-04-30,1,12.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Upland 
2485,-,2016-04-30,2,14.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Upland 
2485,-,2016-04-30,3,11.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Upland 
2485,-,2016-04-30,4,10.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Upland 
2485,-,2016-04-30,5,16.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Upland 
2485,-,2016-04-30,6,10.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Upland 
2485,-,2016-04-30,7,11.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Upland 
2485,-,2016-04-30,8,8.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Upland 
2485,-,2016-04-30,9,7.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Upland 
2485,-,2016-04-30,10,10.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Upland 
2485,-,2016-04-30,11,13.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Upland 
2485,-,2016-04-30,12,14.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Upland 
2485,-,2016-04-30,13,11.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Upland 
2485,-,2016-04-30,14,12.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Upland 
2485,-,2016-04-30,15,14.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Upland 
2485,-,2016-04-30,16,22.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Upland 
2485,-,2016-04-30,17,19.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Upland 
2485,-,2016-04-30,18,19.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Upland 
2485,-,2016-04-30,19,14.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Upland 
2485,-,2016-04-30,20,15.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Upland 
2485,-,2016-04-30,21,15.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Upland 
2485,-,2016-04-30,22,17.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Upland 
2485,-,2016-04-30,23,23.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),0,y,Upland
 
 Quality Flag Definition 
0, Valid observation 
1, The data supplier marked the observation as suspect - but it is still valid 
2, The automated qa routine judged the observation questionable and invalid 
3, The automated qa routine judged the observation invalid  
4, The data supplier flagged the observation invalid  
5, The observation was flagged invalid manually  

Data extracted from mrgd database: 
May 20, 2016 at 21:37:54
  
