AFFGEOID,Total,White,Black,AIndian,Asian,Hawaiian,Max,Diversity
1400000US06037191710,2865,1013,69,0,241,0,1013,0.353577661
1400000US06037191720,4007,1084,169,38,284,0,1084,0.270526578
1400000US06037191810,3742,985,204,0,267,50,985,0.26322822
1400000US06037191820,2688,1168,184,0,141,0,1168,0.43452381
1400000US06037191901,3388,2388,176,19,106,0,2388,0.704840614
1400000US06037191902,3120,2361,122,0,197,0,2361,0.756730769
1400000US06037192001,2509,1858,166,0,168,0,1858,0.740534077
1400000US06037192002,2642,2163,183,15,60,20,2163,0.818697956
1400000US06037192300,2775,1746,89,0,467,0,1746,0.629189189
1400000US06037192410,3576,2112,99,0,648,0,2112,0.590604027
1400000US06037192420,4140,1103,207,0,1708,0,1708,0.412560386
1400000US06037192510,3911,711,29,0,1541,0,1541,0.394016875
1400000US06037192520,5232,1543,98,9,654,0,1543,0.294915902
1400000US06037192610,4953,1888,237,90,561,28,1888,0.381183121
1400000US06037192620,3821,1120,44,0,801,0,1120,0.293116985
1400000US06037192700,3326,1164,153,4,853,11,1164,0.349969934
1400000US06037194101,3099,2255,168,0,110,0,2255,0.727654082
1400000US06037194102,3499,2986,63,0,303,17,2986,0.853386682
1400000US06037194200,3569,2973,85,0,155,27,2973,0.833006444
1400000US06037194300,3683,3199,39,0,150,0,3199,0.868585392
1400000US06037194401,2454,1777,125,0,104,0,1777,0.724123879
1400000US06037194402,3542,2768,34,20,270,0,2768,0.78147939
1400000US06037194500,2019,1641,76,0,158,0,1641,0.812778603
1400000US06037195100,4981,3779,141,0,673,0,3779,0.758682995
1400000US06037195201,2969,2009,21,0,447,0,2009,0.676658808
1400000US06037195202,3320,2608,78,121,320,0,2608,0.785542169
1400000US06037195300,3518,1947,12,0,640,11,1947,0.553439454
1400000US06037195400,4046,3125,166,0,378,0,3125,0.772367771
1400000US06037195500,4934,3480,231,17,939,0,3480,0.705310093
1400000US06037195600,3271,2285,30,25,453,0,2285,0.698563131
1400000US06037195710,4877,3169,353,4,419,0,3169,0.649784704
1400000US06037195720,2206,1656,20,0,172,10,1656,0.750679964
1400000US06037195802,2697,1337,90,21,636,9,1337,0.495736003
1400000US06037195803,2879,1949,58,16,550,0,1949,0.676971171
1400000US06037195804,2355,1668,99,0,310,0,1668,0.708280255
1400000US06037195901,2566,1482,111,17,140,0,1482,0.577552611
1400000US06037195902,1976,1515,41,0,253,17,1515,0.766700405
1400000US06037195903,2476,1500,143,8,513,0,1500,0.605815832
1400000US06037197200,3925,999,23,0,1615,62,1615,0.411464968
1400000US06037197300,3991,2851,39,0,644,0,2851,0.714357304
1400000US06037197410,3962,2678,55,41,458,0,2678,0.675921252
1400000US06037197420,3492,2154,202,3,491,0,2154,0.616838488
1400000US06037197500,4043,2953,118,114,453,0,2953,0.730398219
1400000US06037197600,2523,1558,4,29,741,0,1558,0.617518827
1400000US06037197700,5151,1526,119,52,2747,33,2747,0.533294506
1400000US06037199000,5170,2079,18,17,1590,0,2079,0.40212766
1400000US06037199110,2506,1406,144,44,52,0,1406,0.561053472
1400000US06037199120,4349,1712,119,0,1028,0,1712,0.393653713
1400000US06037199201,4321,1699,0,0,1356,0,1699,0.393196019
1400000US06037199202,2735,1471,4,0,188,0,1471,0.537842779
1400000US06037199300,3772,1739,115,80,496,13,1739,0.461028632
1400000US06037199400,4717,1321,93,95,1109,19,1321,0.28005088
1400000US06037199700,3320,1767,42,0,557,12,1767,0.532228916
1400000US06037199800,5083,1389,2,0,1871,0,1871,0.368089711
1400000US06037199900,2901,1195,53,6,481,0,1195,0.411926922
1400000US06037201110,3151,1678,12,16,191,0,1678,0.532529356
1400000US06037201120,4427,2160,135,23,492,0,2160,0.487915067
1400000US06037201200,2582,1874,6,0,152,0,1874,0.725793958
1400000US06037201301,3146,1339,96,0,320,0,1339,0.425619835
1400000US06037201302,3464,1249,477,0,1219,0,1249,0.36056582
1400000US06037201401,5045,2037,189,95,350,0,2037,0.403766105
1400000US06037201402,4574,2691,41,7,763,0,2691,0.588325317
1400000US06037201501,5369,2740,12,38,464,0,2740,0.510337121
1400000US06037201503,3291,2027,1,4,158,0,2027,0.615922212
1400000US06037201504,1833,688,4,0,220,5,688,0.375340971
1400000US06037201601,2275,1145,11,17,253,0,1145,0.503296703
1400000US06037201602,3111,1521,28,0,206,0,1521,0.488910318
1400000US06037201700,5837,3236,213,172,791,39,3236,0.554394381
1400000US06037203100,4450,2611,0,32,244,0,2611,0.586741573
1400000US06037203200,4864,2789,24,97,17,15,2789,0.573396382
1400000US06037203300,2104,1096,241,0,329,0,1096,0.520912548
1400000US06037203500,3537,1855,15,0,603,0,1855,0.524455753
1400000US06037203600,4701,2682,4,0,103,0,2682,0.570516911
1400000US06037203710,3247,2068,77,13,35,22,2068,0.636895596
1400000US06037203720,4537,3087,53,26,10,0,3087,0.680405554
1400000US06037203800,4891,3066,40,0,17,0,3066,0.626865672
1400000US06037203900,2877,1718,0,21,14,0,1718,0.597149809
1400000US06037204110,3226,1469,76,0,19,10,1469,0.455362678
1400000US06037204120,2740,1174,11,10,44,0,1174,0.428467153
1400000US06037204200,3194,1889,0,0,114,25,1889,0.591421415
1400000US06037204300,5127,2921,0,19,124,30,2921,0.569728886
1400000US06037204410,2001,984,0,27,14,14,984,0.491754123
1400000US06037204420,2736,1300,110,36,67,0,1300,0.475146199
1400000US06037204600,4815,2051,0,19,37,0,2051,0.42596054
1400000US06037204700,4790,2468,171,47,131,0,2468,0.515240084
1400000US06037204810,4465,1901,128,84,45,0,1901,0.425755879
1400000US06037204820,2445,1598,0,10,10,0,1598,0.653578732
1400000US06037204910,2921,1614,1,9,2,0,1614,0.552550496
1400000US06037204920,2558,1709,0,63,0,0,1709,0.668100078
1400000US06037205110,3567,1889,68,21,46,0,1889,0.529576675
1400000US06037205120,3493,1754,30,0,92,0,1754,0.502147151
1400000US06037206010,2596,620,143,0,945,0,945,0.364021572
1400000US06037206020,7406,3096,2607,71,218,32,3096,0.418039427
1400000US06037206031,3151,1285,255,0,1360,0,1360,0.431609013
1400000US06037206032,5168,2754,111,51,878,24,2754,0.532894737
1400000US06037206050,2444,1544,112,0,176,0,1544,0.631751227
1400000US06037206200,3040,717,551,9,1282,0,1282,0.421710526
1400000US06037206300,5372,1420,2801,81,81,33,2801,0.521407297
1400000US06037207101,3204,751,141,0,1849,0,1849,0.577091136
1400000US06037207102,2350,132,43,0,1992,0,1992,0.847659574
1400000US06037207103,2087,94,39,21,1750,45,1750,0.838524197
1400000US06037207301,4425,2245,895,89,692,0,2245,0.507344633
1400000US06037207302,3891,2020,790,14,384,0,2020,0.519146749
1400000US06037207400,969,548,172,0,52,0,548,0.565531476
1400000US06037207501,2111,912,84,0,845,94,912,0.432022738
1400000US06037207502,2391,596,57,0,1462,0,1462,0.61145964
1400000US06037207710,2933,1534,246,0,841,0,1534,0.523013979
1400000US06037207900,4299,1657,330,8,1605,0,1657,0.385438474
1400000US06037208000,6773,3619,175,9,1285,0,3619,0.534327477
1400000US06037208301,2263,1992,0,10,34,0,1992,0.880247459
1400000US06037208302,4293,2934,430,0,455,0,2934,0.683438155
1400000US06037208401,4839,1014,94,0,970,10,1014,0.209547427
1400000US06037208402,3161,1928,43,0,475,19,1928,0.609933565
1400000US06037208501,2611,1057,8,0,1163,8,1163,0.445423209
1400000US06037208502,3855,917,154,0,578,0,917,0.237872892
1400000US06037208610,4092,789,106,33,2061,0,2061,0.503665689
1400000US06037208620,4561,938,374,8,1661,0,1661,0.364174523
1400000US06037208710,3852,576,190,79,2380,0,2380,0.617860852
1400000US06037208720,4366,1116,234,57,399,0,1116,0.255611544
1400000US06037208801,3421,823,189,0,722,12,823,0.240572932
1400000US06037208802,3011,549,220,29,572,0,572,0.18997011
1400000US06037208902,2237,730,14,0,40,0,730,0.326329906
1400000US06037208903,3788,1171,185,20,175,0,1171,0.309134108
1400000US06037208904,3514,932,62,10,323,0,932,0.265224815
1400000US06037209102,4880,1197,212,140,762,0,1197,0.245286885
1400000US06037209103,3390,1030,26,29,107,14,1030,0.303834808
1400000US06037209104,2305,897,114,58,116,5,897,0.389154013
1400000US06037209200,2755,876,192,66,666,0,876,0.317967332
1400000US06037209300,4728,1537,455,18,442,130,1537,0.325084602
1400000US06037209401,3866,1092,375,18,524,9,1092,0.282462494
1400000US06037209402,3811,1051,78,45,163,0,1051,0.275780635
1400000US06037209403,3586,548,198,0,723,0,723,0.201617401
1400000US06037209510,2647,625,98,5,636,0,636,0.240272006
1400000US06037209520,2422,323,60,0,322,0,323,0.133360859
1400000US06037209810,2760,871,158,0,255,0,871,0.31557971
1400000US06037209820,2891,878,55,13,152,11,878,0.303701141
1400000US06037210010,3490,833,120,95,586,15,833,0.238681948
1400000US06037211000,4297,2758,102,10,1227,0,2758,0.641843146
1400000US06037211120,5303,813,276,0,3235,122,3235,0.610032057
1400000US06037211121,2307,557,134,0,853,5,853,0.369744257
1400000US06037211122,2845,731,273,34,836,0,836,0.293848858
1400000US06037211201,3065,845,57,28,309,0,845,0.275693312
1400000US06037211202,2679,964,83,0,504,0,964,0.35983576
1400000US06037211310,4401,1094,167,92,726,146,1094,0.248579868
1400000US06037211320,3062,825,187,0,699,0,825,0.269431744
1400000US06037211410,2784,705,135,14,1302,0,1302,0.467672414
1400000US06037211420,3199,865,162,0,1162,0,1162,0.363238512
1400000US06037211500,4859,1900,102,15,2162,0,2162,0.44494752
1400000US06037211701,3041,854,71,0,2008,0,2008,0.660309109
1400000US06037211703,4977,1135,219,18,2215,0,2215,0.445047217
1400000US06037211704,2780,509,141,0,1659,0,1659,0.59676259
1400000US06037211802,4207,994,179,62,1954,0,1954,0.464463989
1400000US06037211803,3769,559,297,0,2521,0,2521,0.668877686
1400000US06037211804,3044,508,159,0,1881,10,1881,0.617936925
1400000US06037211910,4927,1423,266,20,1105,6,1423,0.288816724
1400000US06037211921,2178,638,88,18,819,0,819,0.376033058
1400000US06037211922,3606,952,230,0,952,0,952,0.264004437
1400000US06037212101,2328,705,163,0,1252,0,1252,0.537800687
1400000US06037212102,2267,418,75,0,937,0,937,0.41332157
1400000US06037212202,3684,441,45,0,535,0,535,0.145222584
1400000US06037212203,2785,415,22,21,451,0,451,0.161938959
1400000US06037212204,3643,789,97,28,552,0,789,0.216579742
1400000US06037212303,3314,775,200,0,395,0,775,0.233856367
1400000US06037212304,1894,559,49,22,226,0,559,0.295142555
1400000US06037212305,3008,596,112,20,415,0,596,0.198138298
1400000US06037212306,3263,492,17,0,1764,0,1764,0.540606804
1400000US06037212410,3823,796,176,69,1501,0,1501,0.392623594
1400000US06037212420,3335,485,119,124,983,24,983,0.294752624
1400000US06037212501,2083,901,122,18,451,0,901,0.432549208
1400000US06037212502,2730,591,164,0,1147,0,1147,0.42014652
1400000US06037212610,3904,592,179,8,2281,0,2281,0.584272541
1400000US06037212620,4686,721,197,14,2182,8,2182,0.465642339
1400000US06037212701,2491,741,71,23,1231,0,1231,0.494179045
1400000US06037212702,3783,1039,182,14,2138,0,2138,0.565159926
1400000US06037212800,3881,1647,421,74,962,0,1647,0.424375161
1400000US06037212900,4701,1531,509,25,1054,0,1531,0.325675388
1400000US06037213100,3068,745,252,6,1435,0,1435,0.467731421
1400000US06037213201,4576,386,82,0,2032,107,2032,0.444055944
1400000US06037213202,3946,568,134,10,1182,0,1182,0.299543842
1400000US06037213310,3915,302,71,0,886,0,886,0.226309068
1400000US06037213320,2233,387,145,12,771,5,771,0.345275414
1400000US06037213401,5806,464,54,6,1069,0,1069,0.184119876
1400000US06037213402,4820,528,235,20,915,0,915,0.189834025
1400000US06037214000,3783,3434,11,2,181,20,3434,0.907745176
1400000US06037214100,4098,3672,40,0,220,0,3672,0.896046852
1400000US06037214400,3023,2366,59,19,108,0,2366,0.782666226
1400000US06037214501,2905,1792,57,26,767,0,1792,0.61686747
1400000US06037214502,5083,2902,202,0,1523,81,2902,0.570922683
1400000US06037214503,3369,1498,58,0,1647,0,1647,0.488869101
1400000US06037214600,2706,2248,48,3,236,8,2248,0.830746489
1400000US06037214700,2538,2073,32,7,297,0,2073,0.81678487
1400000US06037214800,3047,2514,121,0,178,0,2514,0.825073843
1400000US06037214901,2692,1923,78,0,548,0,1923,0.714338782
1400000US06037214902,2844,2213,49,0,374,0,2213,0.778129395
1400000US06037215101,2409,1529,77,0,418,0,1529,0.634703196
1400000US06037215102,3240,2086,200,0,744,0,2086,0.64382716
1400000US06037216100,2561,1214,616,0,301,0,1214,0.474033581
1400000US06037216200,4718,2021,1133,29,911,37,2021,0.428359474
1400000US06037216300,4927,3304,445,0,690,0,3304,0.670590623
1400000US06037216401,4850,3628,58,0,627,0,3628,0.748041237
1400000US06037216402,3018,2343,79,0,264,0,2343,0.776341948
1400000US06037216700,3966,1513,1308,0,357,0,1513,0.381492688
1400000US06037216800,3459,2553,324,27,151,0,2553,0.738074588
1400000US06037216900,5262,2237,1290,241,359,0,2237,0.425123527
1400000US06037217001,2843,2276,79,0,110,0,2276,0.800562786
1400000US06037217002,5582,3609,851,86,574,0,3609,0.646542458
1400000US06037217100,5572,2203,2203,0,298,0,2203,0.395369706
1400000US06037217200,3820,1647,826,0,305,41,1647,0.431151832
1400000US06037218110,3490,885,858,0,556,0,885,0.253581662
1400000US06037218120,5043,1989,541,46,957,0,1989,0.39440809
1400000US06037218210,4067,2064,663,0,101,0,2064,0.507499385
1400000US06037218220,4723,1484,1511,1,249,0,1511,0.319923777
1400000US06037218300,5791,1886,2171,14,146,0,2171,0.374892074
1400000US06037218400,4217,1483,1280,118,23,0,1483,0.351671805
1400000US06037218500,3080,586,1039,0,101,0,1039,0.337337662
1400000US06037218600,3477,873,1126,189,96,0,1126,0.323842393
1400000US06037218701,2398,440,1115,81,228,0,1115,0.464970809
1400000US06037218702,2156,329,923,12,72,0,923,0.428107607
1400000US06037218800,2598,705,612,0,116,0,705,0.271362587
1400000US06037218900,6014,962,2376,34,91,0,2376,0.395078151
1400000US06037219010,2957,759,991,0,74,0,991,0.335136963
1400000US06037219020,4187,1110,1113,70,134,0,1113,0.265822785
1400000US06037219300,4234,802,1498,223,144,0,1498,0.353802551
1400000US06037219500,1663,303,657,0,307,0,657,0.395069152
1400000US06037219700,4163,1102,1611,12,62,0,1611,0.386980543
1400000US06037219800,3033,1177,775,39,17,0,1177,0.388064622
1400000US06037219901,4686,1591,875,0,8,0,1591,0.33952198
1400000US06037219902,3917,1670,1044,0,86,0,1670,0.426346694
1400000US06037220000,6160,2324,2383,0,91,0,2383,0.386850649
1400000US06037220100,2280,447,1263,11,199,0,1263,0.553947368
1400000US06037221110,3638,784,47,137,342,0,784,0.215503024
1400000US06037221120,3241,838,53,21,67,0,838,0.258562172
1400000US06037221210,2998,570,214,35,160,0,570,0.190126751
1400000US06037221220,3611,861,68,56,328,147,861,0.238438106
1400000US06037221302,5252,1830,630,141,454,0,1830,0.34843869
1400000US06037221303,2568,503,296,8,192,0,503,0.195872274
1400000US06037221304,3903,1339,647,27,570,0,1339,0.343069434
1400000US06037221401,3159,695,1315,4,47,0,1315,0.416270972
1400000US06037221402,2782,591,662,0,441,0,662,0.237958303
1400000US06037221500,3732,603,1225,0,54,0,1225,0.328242229
1400000US06037221601,3481,627,424,0,198,0,627,0.180120655
1400000US06037221602,2955,952,49,15,160,0,952,0.322165821
1400000US06037221710,2825,412,210,56,312,0,412,0.145840708
1400000US06037221810,2633,739,227,22,788,8,788,0.29927839
1400000US06037221820,3238,1187,310,40,1530,0,1530,0.472513897
1400000US06037221900,3874,1262,357,0,1370,0,1370,0.353639649
1400000US06037222001,3147,595,1059,7,14,0,1059,0.336510963
1400000US06037222002,4312,983,1159,0,2,0,1159,0.268784787
1400000US06037222100,3974,673,1102,57,270,0,1102,0.277302466
1400000US06037222200,4122,682,919,49,133,0,919,0.222950024
1400000US06037222500,4992,784,1126,301,152,0,1126,0.225560897
1400000US06037222600,5535,1269,1243,0,743,113,1269,0.229268293
1400000US06037222700,3847,1939,128,4,1300,6,1939,0.504029114
1400000US06037224010,2159,460,366,18,190,0,460,0.213061603
1400000US06037224020,2527,857,128,28,37,0,857,0.339137317
1400000US06037224200,2559,857,22,7,86,0,857,0.334896444
1400000US06037224310,2176,622,52,13,69,0,622,0.285845588
1400000US06037224320,3183,800,268,96,148,0,800,0.251335218
1400000US06037224410,3543,830,95,0,829,1,830,0.234264747
1400000US06037224420,2254,572,89,21,62,0,572,0.253771074
1400000US06037224600,3366,915,104,52,62,18,915,0.271836007
1400000US06037224700,6254,3530,255,11,1632,6,3530,0.564438759
1400000US06037226001,2056,788,125,0,20,0,788,0.383268482
1400000US06037226002,1503,657,161,13,125,0,657,0.437125749
1400000US06037226410,3529,1549,46,23,65,0,1549,0.438934542
1400000US06037226420,5052,1858,253,0,221,0,1858,0.367775139
1400000US06037226700,6002,1851,285,0,33,0,1851,0.308397201
1400000US06037227010,4563,1111,202,27,0,0,1111,0.243480167
1400000US06037227020,3437,1245,193,33,20,0,1245,0.362234507
1400000US06037228100,5348,1410,460,0,0,0,1410,0.263649963
1400000US06037228210,3897,790,540,107,49,10,790,0.202720041
1400000US06037228220,4080,1417,558,0,6,9,1417,0.347303922
1400000US06037228310,4234,1164,217,78,6,0,1164,0.274917336
1400000US06037228320,3300,823,314,0,0,0,823,0.249393939
1400000US06037228410,3377,1203,63,8,11,0,1203,0.356233343
1400000US06037228420,3293,917,306,0,36,0,917,0.278469481
1400000US06037228500,4855,1155,681,0,63,0,1155,0.237899073
1400000US06037228600,4754,968,266,59,0,126,968,0.203618006
1400000US06037228710,4071,1122,334,0,11,0,1122,0.275607959
1400000US06037228720,4671,1535,394,0,0,0,1535,0.328623421
1400000US06037228800,5736,2018,686,0,54,0,2018,0.35181311
1400000US06037228900,3208,943,294,0,228,3,943,0.293952618
1400000US06037229100,4611,1260,336,34,0,0,1260,0.273259597
1400000US06037229200,3992,1279,737,0,0,0,1279,0.320390782
1400000US06037229300,5950,1573,492,0,0,0,1573,0.264369748
1400000US06037229410,3261,908,481,23,0,0,908,0.278442196
1400000US06037229420,4807,1126,380,95,24,0,1126,0.234241731
1400000US06037231100,2854,829,720,13,43,8,829,0.290469516
1400000US06037231210,3561,628,846,11,36,0,846,0.237573715
1400000US06037231220,4243,681,601,0,167,0,681,0.160499646
1400000US06037231300,5117,798,1422,81,0,0,1422,0.277897205
1400000US06037231400,5023,1450,936,0,73,0,1450,0.288672108
1400000US06037231500,4510,742,2037,11,92,0,2037,0.451662971
1400000US06037231600,6982,1028,1922,0,65,10,1922,0.27527929
1400000US06037231710,4486,494,1009,0,3,0,1009,0.224921979
1400000US06037231720,5205,943,393,104,158,0,943,0.18117195
1400000US06037231800,4902,1308,539,25,7,0,1308,0.266829865
1400000US06037231900,5675,1371,607,96,0,0,1371,0.241585903
1400000US06037232110,2845,651,713,0,2,0,713,0.250615114
1400000US06037232120,5294,1093,1137,0,68,0,1137,0.214771439
1400000US06037232200,2640,558,984,0,84,0,984,0.372727273
1400000US06037232300,3654,637,1303,71,20,9,1303,0.356595512
1400000US06037232400,6946,858,2878,0,43,21,2878,0.414339188
1400000US06037232500,4890,843,2182,0,31,0,2182,0.446216769
1400000US06037232600,6117,1047,1786,7,0,0,1786,0.291973189
1400000US06037232700,6113,1410,1099,0,30,0,1410,0.230655979
1400000US06037232800,4046,566,685,0,0,0,685,0.169303015
1400000US06037234000,5754,721,3779,11,97,0,3779,0.656760514
1400000US06037234200,2447,99,1964,0,327,0,1964,0.802615447
1400000US06037234300,4324,50,3733,26,70,49,3733,0.863320999
1400000US06037234501,2473,421,1438,6,45,0,1438,0.581479984
1400000US06037234502,2151,446,1532,0,33,0,1532,0.712226871
1400000US06037234600,5060,890,2778,0,56,8,2778,0.549011858
1400000US06037234700,3680,990,1955,0,1,0,1955,0.53125
1400000US06037234800,3531,1347,1311,73,131,0,1347,0.381478335
1400000US06037234901,2943,324,1434,0,0,0,1434,0.4872579
1400000US06037234902,3700,522,1983,20,8,0,1983,0.535945946
1400000US06037235100,4602,203,3420,15,174,0,3420,0.74315515
1400000US06037235201,2536,618,1654,0,49,12,1654,0.652208202
1400000US06037235202,4190,450,2553,0,29,23,2553,0.609307876
1400000US06037236000,4344,841,2651,0,251,11,2651,0.610267035
1400000US06037236100,5394,676,3563,40,417,0,3563,0.660548758
1400000US06037236202,5158,1048,2210,0,80,0,2210,0.428460644
1400000US06037236203,3644,679,2572,14,39,8,2572,0.705817783
1400000US06037236204,3241,702,1999,0,69,0,1999,0.616784943
1400000US06037236400,4469,320,3652,22,90,37,3652,0.817185053
1400000US06037237101,3768,1759,818,0,0,0,1759,0.466825902
1400000US06037237102,2986,1018,807,5,0,0,1018,0.340924313
1400000US06037237201,3494,1095,808,25,47,0,1095,0.31339439
1400000US06037237202,4703,1433,1326,0,0,0,1433,0.304699128
1400000US06037237300,4945,910,3121,0,133,0,3121,0.631142568
1400000US06037237401,3670,1196,876,28,0,0,1196,0.325885559
1400000US06037237402,3375,1310,1362,1,1,0,1362,0.403555556
1400000US06037237500,2604,873,734,0,2,0,873,0.335253456
1400000US06037237600,3739,1314,852,0,0,0,1314,0.351430864
1400000US06037237710,3392,1478,692,2,44,0,1478,0.435731132
1400000US06037237720,3099,1117,564,0,3,0,1117,0.360438851
1400000US06037237800,4331,556,2721,0,0,0,2721,0.628261372
1400000US06037237900,3842,269,3267,24,48,13,3267,0.850338365
1400000US06037238000,5720,868,4388,0,89,0,4388,0.767132867
1400000US06037238100,4889,649,3548,8,0,0,3548,0.725710779
1400000US06037238200,5113,384,4007,0,98,0,4007,0.783688637
1400000US06037238310,4705,1705,794,0,0,0,1705,0.362380446
1400000US06037238320,3705,1219,1111,0,0,0,1219,0.329014845
1400000US06037238400,4886,523,3854,0,1,15,3854,0.788784282
1400000US06037239201,3509,560,584,0,13,0,584,0.166429182
1400000US06037239202,4577,966,892,76,0,0,966,0.211055276
1400000US06037239310,4052,1056,521,46,0,0,1056,0.260612043
1400000US06037239320,3688,782,720,57,0,21,782,0.212039046
1400000US06037239330,3151,590,487,27,0,0,590,0.187242145
1400000US06037239501,3437,1413,606,0,0,0,1413,0.411114344
1400000US06037239502,3295,1087,857,5,0,0,1087,0.329893778
1400000US06037239601,3591,1163,756,41,13,0,1163,0.323865219
1400000US06037239602,3692,903,482,14,0,0,903,0.244582882
1400000US06037239701,4753,1730,1055,21,0,0,1730,0.363980644
1400000US06037239702,3736,491,1436,0,0,8,1436,0.384368308
1400000US06037239801,3401,880,876,0,2,0,880,0.258747427
1400000US06037239802,4596,1464,926,50,130,0,1464,0.318537859
1400000US06037240010,3791,1466,804,0,4,0,1466,0.386705355
1400000US06037240020,5564,1809,1406,16,17,5,1809,0.325125809
1400000US06037240200,5545,957,1436,129,52,0,1436,0.258972047
1400000US06037240300,5048,1718,1377,0,15,0,1718,0.340332805
1400000US06037240401,4875,1498,1170,0,34,0,1498,0.307282051
1400000US06037240402,3717,1254,1254,29,0,0,1254,0.337368846
1400000US06037240500,5937,930,2404,40,9,0,2404,0.404918309
1400000US06037240600,4333,600,1206,0,8,0,1206,0.278329102
1400000US06037240700,5917,2368,1998,0,17,0,2368,0.400202805
1400000US06037240800,5124,1776,1924,22,0,0,1924,0.3754879
1400000US06037240900,6038,2350,1361,47,0,0,2350,0.389201722
1400000US06037241001,4100,968,1699,0,0,0,1699,0.414390244
1400000US06037241002,4491,1381,1453,36,0,0,1453,0.323535961
1400000US06037241110,3107,1142,877,0,0,0,1142,0.367557129
1400000US06037241120,4914,1448,1473,0,17,0,1473,0.2997558
1400000US06037241201,2807,1010,1195,6,0,0,1195,0.425721411
1400000US06037241202,4919,1244,1852,29,0,0,1852,0.376499288
1400000US06037241300,2139,453,1022,0,23,0,1022,0.477793361
1400000US06037241400,3331,1230,1366,0,22,0,1366,0.410087061
1400000US06037242000,3907,1747,1432,15,0,31,1747,0.447146148
1400000US06037242100,2818,1547,713,0,8,0,1547,0.548970901
1400000US06037242200,5934,2541,1298,0,25,0,2541,0.428210313
1400000US06037242300,4845,2175,1366,8,0,11,2175,0.448916409
1400000US06037242600,4634,1400,1728,102,0,0,1728,0.372895986
1400000US06037242700,4701,2413,1029,7,45,0,2413,0.513295044
1400000US06037243000,6372,4119,1270,7,0,0,4119,0.646421846
1400000US06037243100,6535,3581,1405,0,67,0,3581,0.547972456
1400000US06037261101,3923,3540,79,0,166,0,3540,0.902370635
1400000US06037261102,4155,3312,35,0,369,0,3312,0.797111913
1400000US06037261200,3880,3256,79,0,364,0,3256,0.839175258
1400000US06037262100,2902,2695,19,0,132,0,2695,0.928669883
1400000US06037262200,4600,3794,116,0,473,0,3794,0.824782609
1400000US06037262301,2820,2177,37,6,382,8,2177,0.771985816
1400000US06037262302,3100,2898,14,0,83,0,2898,0.93483871
1400000US06037262303,3017,2713,0,14,94,8,2713,0.899237653
1400000US06037262400,3182,2823,14,0,226,0,2823,0.887177876
1400000US06037262501,3781,3514,33,0,125,0,3514,0.929383761
1400000US06037262601,3816,3293,36,38,276,17,3293,0.862945493
1400000US06037262604,6319,5526,28,38,530,0,5526,0.87450546
1400000US06037262704,3452,3094,23,0,138,0,3094,0.896292005
1400000US06037262706,3584,3161,156,0,72,0,3161,0.881975446
1400000US06037262802,3432,3095,93,0,144,0,3095,0.901806527
1400000US06037264000,3238,2966,0,0,168,0,2966,0.915997529
1400000US06037264102,2802,2535,12,0,167,0,2535,0.904710921
1400000US06037264103,2258,1906,0,0,277,0,1906,0.844109832
1400000US06037264301,5128,4122,60,0,651,0,4122,0.803822153
1400000US06037264302,5587,4681,0,0,572,0,4681,0.837837838
1400000US06037265100,2572,2224,48,11,209,0,2224,0.864696734
1400000US06037265201,2867,1976,54,8,712,9,1976,0.689222183
1400000US06037265202,3807,2785,127,58,602,22,2785,0.73154715
1400000US06037265301,11421,4324,502,22,5072,10,5072,0.444094212
1400000US06037265303,5236,2522,228,0,1621,0,2522,0.481665393
1400000US06037265304,3378,2038,78,0,921,3,2038,0.603315571
1400000US06037265305,4122,2232,228,2,1372,0,2232,0.541484716
1400000US06037265410,1481,1277,43,0,119,0,1277,0.862255233
1400000US06037265420,2002,1469,29,0,426,0,1469,0.733766234
1400000US06037265510,3812,2058,24,0,1387,0,2058,0.539874082
1400000US06037265520,4258,3062,0,0,1018,0,3062,0.719116956
1400000US06037265601,2819,2186,57,8,502,0,2186,0.775452288
1400000US06037265602,2925,2308,0,0,532,0,2308,0.789059829
1400000US06037265700,5018,4132,54,0,602,0,4132,0.823435632
1400000US06037267100,6294,4809,185,0,708,157,4809,0.76406101
1400000US06037267200,5254,3841,33,0,1211,0,3841,0.731062048
1400000US06037267300,4939,2425,116,6,1298,0,2425,0.490990079
1400000US06037267402,4698,3040,113,81,1167,0,3040,0.647083865
1400000US06037267403,3098,1796,91,0,907,0,1796,0.579728857
1400000US06037267404,3117,2093,83,117,521,9,2093,0.671478986
1400000US06037267501,6740,3697,93,313,864,0,3697,0.54851632
1400000US06037267502,3085,2037,35,53,578,0,2037,0.660291734
1400000US06037267600,2757,1581,30,0,681,0,1581,0.573449402
1400000US06037267700,3371,1549,45,0,1195,0,1549,0.459507565
1400000US06037267800,2954,2040,94,1,680,0,2040,0.690589032
1400000US06037267901,2364,1961,6,0,284,28,1961,0.829526227
1400000US06037267902,3500,2825,46,0,485,0,2825,0.807142857
1400000US06037269000,5314,4412,174,0,509,0,4412,0.830259691
1400000US06037269100,4196,3526,28,76,176,0,3526,0.840324118
1400000US06037269300,4368,3726,101,25,356,0,3726,0.853021978
1400000US06037269500,4031,3189,82,0,690,0,3189,0.791118829
1400000US06037269601,3124,1991,819,0,77,0,1991,0.637323944
1400000US06037269602,3152,1843,483,0,67,12,1843,0.584708122
1400000US06037269700,3783,2648,373,0,447,17,2648,0.699973566
