AFFGEOID,Total,White,Black,AIndian,Asian,Hawaiian,Max,Diversity
1400000US06065040501,7567,4431,98,189,68,0,4431,0.585568918
1400000US06065040502,6488,2992,239,81,78,0,2992,0.461159063
1400000US06065040503,3992,2564,364,51,34,0,2564,0.642284569
1400000US06065040603,2325,1551,18,0,24,0,1551,0.667096774
1400000US06065040604,5659,4464,0,0,79,24,4464,0.788831949
1400000US06065040605,2761,1448,18,0,28,11,1448,0.524447664
1400000US06065040606,3143,1471,25,21,4,0,1471,0.468024181
1400000US06065040607,8565,4638,708,80,1128,0,4638,0.54150613
1400000US06065040609,10676,4876,882,37,2978,0,4876,0.456725365
1400000US06065040611,7163,3497,506,94,2086,0,3497,0.488203267
1400000US06065040613,12762,5900,1337,227,3594,14,5900,0.462309983
1400000US06065040615,9179,4743,986,72,2605,0,4743,0.516722955
1400000US06065040616,8150,2902,1061,13,2647,9,2902,0.35607362
1400000US06065040701,2254,1823,45,19,53,0,1823,0.808784383
1400000US06065040702,2819,2564,24,57,16,0,2564,0.909542391
1400000US06065040703,3148,2784,30,12,8,0,2784,0.884371029
1400000US06065040806,2705,1991,81,45,91,20,1991,0.736044362
1400000US06065040807,3291,2601,113,74,95,0,2601,0.790337284
1400000US06065040808,7071,5151,451,44,549,159,5151,0.728468392
1400000US06065040809,3315,1804,337,21,398,30,1804,0.544193062
1400000US06065040812,3572,3161,17,7,0,0,3161,0.88493841
1400000US06065040813,6584,4051,362,12,858,48,4051,0.615279465
1400000US06065040814,4756,2796,485,0,900,86,2796,0.587888982
1400000US06065040815,3611,1973,363,45,874,0,1973,0.546386043
1400000US06065040816,3214,2070,382,8,586,26,2070,0.64405725
1400000US06065040821,5626,3284,477,18,790,124,3284,0.58371845
1400000US06065040901,7487,4719,668,0,1291,12,4719,0.630292507
1400000US06065040902,5797,3966,570,54,610,148,3966,0.684146973
1400000US06065040903,2494,2009,41,16,205,0,2009,0.80553328
1400000US06065040904,3948,2992,87,68,216,7,2992,0.757852077
1400000US06065041001,3000,1958,297,62,4,0,1958,0.652666667
1400000US06065041002,3510,2120,80,5,115,0,2120,0.603988604
1400000US06065041003,2703,2090,105,15,228,69,2090,0.773214946
1400000US06065041004,4784,2931,88,12,119,135,2931,0.612667224
1400000US06065041101,5910,3779,271,0,73,0,3779,0.639424704
1400000US06065041102,3816,2906,34,25,119,0,2906,0.761530398
1400000US06065041201,4261,2804,129,0,295,4,2804,0.658061488
1400000US06065041202,5066,3030,6,3,67,0,3030,0.598105014
1400000US06065041203,3945,1937,180,53,119,0,1937,0.491001267
1400000US06065041301,3470,2473,8,3,145,0,2473,0.712680115
1400000US06065041302,4796,3604,32,182,126,0,3604,0.75145955
1400000US06065041403,2879,1621,156,17,148,13,1621,0.563042723
1400000US06065041404,4209,2174,175,23,298,0,2174,0.516512236
1400000US06065041405,4342,2404,0,12,146,0,2404,0.553661907
1400000US06065041406,6170,4473,763,0,493,5,4473,0.724959481
1400000US06065041407,5294,3954,200,21,311,0,3954,0.746883264
1400000US06065041408,3832,2470,410,72,125,29,2470,0.644572025
1400000US06065041409,17551,11090,917,17,2812,0,11090,0.631872828
1400000US06065041410,2929,2087,0,0,89,28,2087,0.712529874
1400000US06065041411,3420,2715,85,6,20,0,2715,0.793859649
1400000US06065041412,4677,2721,216,16,517,0,2721,0.581783194
1400000US06065041500,2490,1968,84,29,7,0,1968,0.790361446
1400000US06065041600,6161,4655,185,0,144,122,4655,0.755559162
1400000US06065041702,5055,4160,0,94,250,42,4160,0.822947577
1400000US06065041703,5872,4728,227,0,229,0,4728,0.805177112
1400000US06065041704,4118,3175,0,79,129,0,3175,0.771005342
1400000US06065041803,6536,4444,204,0,1107,15,4444,0.679926561
1400000US06065041804,3990,2719,199,25,260,0,2719,0.681453634
1400000US06065041805,5908,4426,161,26,357,50,4426,0.74915369
1400000US06065041806,4673,3214,382,57,469,11,3214,0.687780869
1400000US06065041807,2537,2125,12,0,141,0,2125,0.837603469
1400000US06065041808,6650,4447,482,27,1329,0,4447,0.668721805
1400000US06065041809,5709,4169,614,0,426,0,4169,0.730250482
1400000US06065041810,5898,4002,517,29,577,398,4002,0.678535097
1400000US06065041812,3203,2418,101,32,161,6,2418,0.754917265
1400000US06065041813,7602,6302,77,7,183,18,6302,0.82899237
1400000US06065041904,5170,3630,41,10,523,0,3630,0.70212766
1400000US06065041905,2948,2029,203,0,313,0,2029,0.688263229
1400000US06065041906,6533,5141,348,56,445,0,5141,0.786927904
1400000US06065041909,5517,4377,96,124,214,0,4377,0.79336596
1400000US06065041910,6773,5128,207,99,585,0,5128,0.757123874
1400000US06065041911,11794,7890,1165,90,1284,27,7890,0.668984229
1400000US06065041912,5813,3877,173,44,1182,4,3877,0.66695338
1400000US06065041913,5621,3954,85,56,954,235,3954,0.703433553
1400000US06065042003,6353,4959,247,0,702,6,4959,0.780576106
1400000US06065042004,3438,2916,39,102,206,0,2916,0.848167539
1400000US06065042005,5428,3916,393,43,688,0,3916,0.721444363
1400000US06065042007,4385,3429,137,0,95,0,3429,0.781984036
1400000US06065042008,7020,5154,488,0,171,0,5154,0.734188034
1400000US06065042009,8487,4745,557,100,428,0,4745,0.559090374
1400000US06065042010,6583,2848,390,0,109,0,2848,0.4326295
1400000US06065042012,6756,4747,570,0,488,20,4747,0.702634695
1400000US06065042013,8370,5138,972,93,899,0,5138,0.61385902
1400000US06065042014,10305,6870,1211,101,898,102,6870,0.666666667
1400000US06065042206,5268,3222,593,67,569,0,3222,0.611617312
1400000US06065042207,3040,2679,76,0,153,18,2679,0.88125
1400000US06065042208,2616,2222,76,0,119,0,2222,0.849388379
1400000US06065042209,4018,2224,471,124,720,0,2224,0.553509209
1400000US06065042210,4350,2247,458,0,853,0,2247,0.516551724
1400000US06065042212,6740,4415,858,0,463,0,4415,0.65504451
1400000US06065042213,4214,2534,90,20,1133,0,2534,0.601328904
1400000US06065042214,6443,4087,725,0,582,131,4087,0.634331833
1400000US06065042217,5536,3822,323,28,893,0,3822,0.690390173
1400000US06065042300,7295,5016,77,98,334,0,5016,0.687594243
1400000US06065042401,1851,1405,48,7,90,0,1405,0.759049163
1400000US06065042402,4957,2441,772,250,160,0,2441,0.49243494
1400000US06065042403,4390,3295,277,0,273,29,3295,0.750569476
1400000US06065042404,2357,1328,408,0,65,0,1328,0.563428087
1400000US06065042405,5236,2351,1778,21,9,7,2351,0.449006875
1400000US06065042406,4330,2422,674,8,77,103,2422,0.559353349
1400000US06065042407,3195,1779,271,105,7,1,1779,0.556807512
1400000US06065042408,3172,1901,302,23,193,0,1901,0.599306431
1400000US06065042409,3178,1609,630,7,154,0,1609,0.506293266
1400000US06065042410,5402,3221,1130,18,332,0,3221,0.596260644
1400000US06065042411,2564,1488,633,0,208,0,1488,0.580343214
1400000US06065042412,5360,3898,713,54,104,0,3898,0.727238806
1400000US06065042505,3743,2235,196,142,130,0,2235,0.597114614
1400000US06065042506,9178,3752,2700,55,1348,117,3752,0.408803661
1400000US06065042507,5112,2471,1249,0,219,0,2471,0.483372457
1400000US06065042508,4657,2670,467,0,147,6,2670,0.57333047
1400000US06065042509,3107,1934,502,56,50,0,1934,0.622465401
1400000US06065042510,5516,3306,620,108,521,0,3306,0.599347353
1400000US06065042511,3700,1812,341,0,226,0,1812,0.48972973
1400000US06065042512,3408,1821,618,0,45,130,1821,0.534330986
1400000US06065042513,3242,1998,474,0,72,48,1998,0.616286243
1400000US06065042514,2811,1617,239,80,206,0,1617,0.575240128
1400000US06065042515,4254,2723,304,62,0,0,2723,0.640103432
1400000US06065042516,4250,2313,519,18,86,2,2313,0.544235294
1400000US06065042517,3158,2060,140,10,49,5,2060,0.65231159
1400000US06065042518,3787,1616,554,112,374,0,1616,0.426723
1400000US06065042519,1416,877,319,18,11,0,877,0.619350282
1400000US06065042520,4356,2420,436,21,143,0,2420,0.555555556
1400000US06065042521,4471,2424,736,100,80,0,2424,0.54216059
1400000US06065042617,11876,4326,1425,77,291,0,4326,0.364264062
1400000US06065042618,9334,4497,579,4,201,0,4497,0.481787015
1400000US06065042619,11245,4424,1610,181,507,0,4424,0.393419297
1400000US06065042620,11802,3745,1601,113,770,0,3745,0.317319098
1400000US06065042621,6115,2974,1352,37,588,16,2974,0.486345053
1400000US06065042622,4226,1809,805,0,639,0,1809,0.428064363
1400000US06065042623,4091,2349,838,24,265,8,2349,0.57418724
1400000US06065042624,4464,2414,795,0,377,0,2414,0.540770609
1400000US06065042706,8595,3323,1023,144,220,0,3323,0.386620128
1400000US06065042708,4928,3571,191,8,395,0,3571,0.72463474
1400000US06065042709,4611,3789,187,0,78,13,3789,0.821730644
1400000US06065042711,4809,4007,255,12,172,0,4007,0.833229362
1400000US06065042714,3282,3218,21,0,32,0,3218,0.980499695
1400000US06065042715,14164,8839,877,0,1047,520,8839,0.624046879
1400000US06065042716,5502,4930,0,19,46,0,4930,0.896037804
1400000US06065042717,5327,3130,243,0,32,42,3130,0.587572743
1400000US06065042719,5594,4217,192,0,383,0,4217,0.753843404
1400000US06065042720,4993,4242,1,47,46,0,4242,0.849589425
1400000US06065042723,5671,4648,112,172,13,11,4648,0.819608535
1400000US06065042724,3442,2576,331,16,276,37,2576,0.748402092
1400000US06065042726,6473,4482,444,0,532,8,4482,0.692414645
1400000US06065042728,2288,1866,33,26,93,0,1866,0.815559441
1400000US06065042729,10414,7760,633,36,338,0,7760,0.745150759
1400000US06065042730,5268,4058,214,36,79,0,4058,0.770311314
1400000US06065042731,5780,4095,236,0,274,0,4095,0.708477509
1400000US06065042732,5801,4097,398,12,227,48,4097,0.706257542
1400000US06065042733,5150,4005,389,22,254,0,4005,0.777669903
1400000US06065042737,2307,1735,127,4,125,0,1735,0.752058951
1400000US06065042738,6609,4770,423,0,893,0,4770,0.721743078
1400000US06065042739,7982,5301,774,166,309,42,5301,0.664119268
1400000US06065042740,2073,1807,151,0,58,0,1807,0.87168355
1400000US06065042741,2083,1794,155,21,91,0,1794,0.861257801
1400000US06065042742,4783,3392,322,132,314,0,3392,0.70917834
1400000US06065042743,2114,1655,11,0,41,0,1655,0.782876064
1400000US06065042744,3734,2707,31,37,149,0,2707,0.724959829
1400000US06065042745,5396,4136,117,37,215,11,4136,0.766493699
1400000US06065042800,8406,3139,617,15,161,0,3139,0.373423745
1400000US06065042901,8467,3637,710,146,79,0,3637,0.429550018
1400000US06065042902,4811,2355,310,107,91,1,2355,0.489503222
1400000US06065042903,5981,2639,536,360,25,0,2639,0.441230563
1400000US06065042904,9089,3930,459,21,98,10,3930,0.432390802
1400000US06065043001,5600,2706,242,29,32,14,2706,0.483214286
1400000US06065043003,6432,3575,201,33,59,7,3575,0.555814677
1400000US06065043005,5616,3213,69,9,248,28,3213,0.572115385
1400000US06065043006,5399,2327,76,0,15,0,2327,0.431005742
1400000US06065043007,7000,5102,606,0,284,0,5102,0.728857143
1400000US06065043008,6430,4061,234,29,44,0,4061,0.631570762
1400000US06065043009,4725,2824,115,32,552,126,2824,0.597671958
1400000US06065043010,5847,4110,224,22,305,23,4110,0.702924577
1400000US06065043206,8074,4940,491,272,712,127,4940,0.611840476
1400000US06065043211,5523,4411,280,91,173,0,4411,0.798660148
1400000US06065043216,7471,5896,298,34,603,0,5896,0.789184848
1400000US06065043217,3515,2843,134,67,173,0,2843,0.808819346
1400000US06065043218,6241,4811,101,172,129,0,4811,0.770870053
1400000US06065043220,3833,2727,234,19,360,0,2727,0.71145317
1400000US06065043222,3797,3264,115,7,188,0,3264,0.859626021
1400000US06065043227,7429,4296,683,12,761,0,4296,0.57827433
1400000US06065043228,4371,3003,399,0,215,0,3003,0.68702814
1400000US06065043229,5181,4468,352,0,118,0,4468,0.86238178
1400000US06065043235,5051,3325,384,7,659,0,3325,0.658285488
1400000US06065043239,5862,5028,11,43,109,0,5028,0.857727738
1400000US06065043240,9861,7068,385,20,1391,12,7068,0.716763006
1400000US06065043242,9255,6393,346,111,643,67,6393,0.69076175
1400000US06065043244,7612,4898,434,119,739,25,4898,0.643457698
1400000US06065043246,5661,4565,62,0,600,0,4565,0.80639463
1400000US06065043247,9435,6020,793,115,1171,0,6020,0.638049815
1400000US06065043248,4560,3518,98,54,685,0,3518,0.771491228
1400000US06065043250,8948,6230,362,71,1273,94,6230,0.696244971
1400000US06065043252,8091,5130,316,472,1331,158,5130,0.63403782
1400000US06065043254,5230,3746,201,182,536,10,3746,0.71625239
1400000US06065043256,3429,2058,161,0,257,0,2058,0.600174978
1400000US06065043257,7690,5364,571,194,669,65,5364,0.697529259
1400000US06065043262,4876,4078,86,46,337,0,4078,0.836341263
1400000US06065043264,7711,5712,274,0,878,14,5712,0.740759953
1400000US06065043265,6525,4996,97,263,635,0,4996,0.765670498
1400000US06065043266,5303,3374,435,84,533,52,3374,0.636243636
1400000US06065043267,6604,5441,69,13,510,16,5441,0.823894609
1400000US06065043270,5377,3975,505,42,207,83,3975,0.73925981
1400000US06065043271,3922,2969,106,0,2,0,2969,0.757011729
1400000US06065043272,5108,4233,31,29,123,0,4233,0.828700078
1400000US06065043274,2088,1392,24,45,121,0,1392,0.666666667
1400000US06065043276,3496,1842,804,14,508,0,1842,0.526887872
1400000US06065043278,7146,5572,422,9,639,10,5572,0.779736916
1400000US06065043279,5050,4315,258,0,31,23,4315,0.854455446
1400000US06065043291,8092,5608,191,57,713,0,5608,0.693030153
1400000US06065043304,6935,6214,16,260,42,0,6214,0.896034607
1400000US06065043306,4776,3630,483,65,175,0,3630,0.760050251
1400000US06065043307,6415,4349,682,0,217,0,4349,0.677942323
1400000US06065043308,2719,1839,305,61,0,0,1839,0.6763516
1400000US06065043309,2931,2096,221,33,7,0,2096,0.715114295
1400000US06065043310,3551,2268,237,33,6,0,2268,0.638693326
1400000US06065043311,2342,1931,16,11,73,0,1931,0.824508967
1400000US06065043312,4466,3228,327,0,56,52,3228,0.722794447
1400000US06065043313,3549,2361,219,74,53,12,2361,0.665257819
1400000US06065043314,3662,3098,84,37,6,0,3098,0.8459858
1400000US06065043315,1980,1557,0,47,0,0,1557,0.786363636
1400000US06065043316,4232,2683,314,0,466,0,2683,0.633979206
1400000US06065043317,8489,5814,866,74,405,57,5814,0.684886323
1400000US06065043401,5453,3567,178,65,15,0,3567,0.654135338
1400000US06065043403,2970,1522,549,0,26,0,1522,0.512457912
1400000US06065043404,2643,2178,123,196,25,0,2178,0.824063564
1400000US06065043405,4338,3051,526,108,47,0,3051,0.703319502
1400000US06065043503,3655,2906,230,5,15,0,2906,0.795075239
1400000US06065043504,7766,5548,389,0,504,0,5548,0.714396086
1400000US06065043505,3168,2679,78,10,54,0,2679,0.845643939
1400000US06065043506,5750,4252,115,73,155,0,4252,0.739478261
1400000US06065043507,6958,4336,777,61,24,11,4336,0.623167577
1400000US06065043508,7025,4864,322,35,147,0,4864,0.692384342
1400000US06065043509,5067,3715,139,207,92,0,3715,0.733175449
1400000US06065043512,6849,4272,691,142,151,111,4272,0.623740692
1400000US06065043513,2753,1533,200,10,156,17,1533,0.556847076
1400000US06065043517,7449,4845,657,61,584,0,4845,0.650422876
1400000US06065043601,4168,2483,226,48,53,43,2483,0.595729367
1400000US06065043602,3959,1626,185,249,125,0,1626,0.410709775
1400000US06065043701,3458,3211,96,0,11,0,3211,0.928571429
1400000US06065043702,5120,4071,123,147,325,0,4071,0.795117188
1400000US06065043703,3168,1961,28,98,67,91,1961,0.619002525
1400000US06065043802,5614,5008,2,151,91,0,5008,0.892055575
1400000US06065043807,5893,4212,218,41,274,0,4212,0.714746309
1400000US06065043809,3108,2808,19,30,124,0,2808,0.903474903
1400000US06065043810,4604,3133,165,15,490,0,3133,0.680495222
1400000US06065043811,4527,3912,45,45,134,13,3912,0.864148443
1400000US06065043812,6091,5671,134,0,271,0,5671,0.931045805
1400000US06065043813,5112,3083,63,531,294,21,3083,0.603090767
1400000US06065043814,893,863,0,0,6,0,863,0.966405375
1400000US06065043818,4148,2401,375,0,636,0,2401,0.578833173
1400000US06065043820,4625,2485,486,115,753,0,2485,0.537297297
1400000US06065043821,3148,2128,260,0,285,0,2128,0.675984752
1400000US06065043822,2692,1632,26,9,453,0,1632,0.606240713
1400000US06065043823,8651,5975,489,0,1039,0,5975,0.690671599
1400000US06065043900,5802,4672,81,171,71,0,4672,0.805239573
1400000US06065044000,1934,1324,50,77,147,63,1324,0.68459152
1400000US06065044101,2897,1963,258,43,51,24,1963,0.677597515
1400000US06065044102,2865,1782,168,84,83,0,1782,0.621989529
1400000US06065044103,5807,4549,453,2,318,3,4549,0.783364904
1400000US06065044104,3027,2540,3,13,83,0,2540,0.839114635
1400000US06065044200,5421,3084,910,145,200,0,3084,0.568898727
1400000US06065044300,5046,3224,528,65,421,0,3224,0.638921918
1400000US06065044402,5506,4729,33,0,69,0,4729,0.85888122
1400000US06065044403,3673,3011,26,205,11,0,3011,0.819765859
1400000US06065044404,1495,1426,0,0,38,0,1426,0.953846154
1400000US06065044405,1605,1528,4,2,21,1,1528,0.952024922
1400000US06065044505,6675,4673,168,29,0,20,4673,0.700074906
1400000US06065044507,7203,4872,141,0,224,60,4872,0.67638484
1400000US06065044509,4356,2319,379,74,115,39,2319,0.532369146
1400000US06065044510,5839,2654,522,233,143,0,2654,0.454529885
1400000US06065044515,3495,1715,32,119,20,37,1715,0.490701001
1400000US06065044516,6756,4305,480,11,10,0,4305,0.637211368
1400000US06065044517,2296,1941,31,0,187,0,1941,0.845383275
1400000US06065044518,5589,3700,367,31,129,40,3700,0.662014672
1400000US06065044520,1702,929,33,0,0,0,929,0.545828437
1400000US06065044521,783,559,169,5,26,0,559,0.713920817
1400000US06065044522,4631,2746,217,0,28,29,2746,0.592960484
1400000US06065044602,3229,2682,169,0,30,0,2682,0.830597708
1400000US06065044604,4913,3427,136,46,116,0,3427,0.697537146
1400000US06065044605,4851,3393,655,19,225,0,3393,0.699443414
1400000US06065044606,2314,1819,107,28,30,0,1819,0.786084702
1400000US06065044701,3466,2313,341,16,333,67,2313,0.667339873
1400000US06065044702,2150,1548,37,0,1,0,1548,0.72
1400000US06065044804,2903,1919,20,0,665,5,1919,0.661040303
1400000US06065044805,1696,1380,103,30,134,0,1380,0.813679245
1400000US06065044806,2064,1882,17,33,15,0,1882,0.911821705
1400000US06065044807,1447,1167,47,0,53,0,1167,0.806496199
1400000US06065044904,4961,3478,266,67,522,0,3478,0.701068333
1400000US06065044907,5222,4004,257,82,22,10,4004,0.766756032
1400000US06065044911,5185,3960,65,17,300,0,3960,0.763741562
1400000US06065044915,6787,4642,54,113,198,0,4642,0.683954619
1400000US06065044916,4819,3666,416,0,86,8,3666,0.760738742
1400000US06065044917,4232,4046,0,0,150,19,4046,0.956049149
1400000US06065044918,2703,2603,0,13,36,0,2603,0.96300407
1400000US06065044919,4098,3889,42,16,37,0,3889,0.948999512
1400000US06065044921,2113,1748,48,38,89,0,1748,0.82725982
1400000US06065044922,5120,3819,88,0,814,0,3819,0.745898438
1400000US06065044923,3735,2590,272,158,112,0,2590,0.693440428
1400000US06065044924,4551,3272,25,0,184,0,3272,0.718962865
1400000US06065044925,3412,2534,59,52,74,0,2534,0.742672919
1400000US06065044926,5075,3876,172,0,667,0,3876,0.763743842
1400000US06065044927,3447,2728,14,0,144,0,2728,0.791412823
1400000US06065044928,3153,2906,4,0,43,11,2906,0.921661909
1400000US06065044929,4820,4274,125,25,203,0,4274,0.886721992
1400000US06065044930,2765,2376,0,0,63,0,2376,0.859312839
1400000US06065044931,2710,1986,65,40,292,0,1986,0.732841328
1400000US06065044932,3024,2368,44,2,360,0,2368,0.783068783
1400000US06065045000,3180,2565,37,50,19,0,2565,0.806603774
1400000US06065045103,3909,3748,0,0,64,0,3748,0.958812996
1400000US06065045108,6069,4216,164,72,469,0,4216,0.694677871
1400000US06065045109,3631,3063,67,0,58,0,3063,0.843569265
1400000US06065045110,5205,3763,290,9,257,0,3763,0.722958694
1400000US06065045114,1736,1690,17,9,0,9,1690,0.973502304
1400000US06065045115,1852,1738,0,0,98,16,1738,0.938444924
1400000US06065045116,1366,1271,0,0,10,0,1271,0.93045388
1400000US06065045117,4165,3766,25,0,208,0,3766,0.904201681
1400000US06065045118,2773,1917,48,0,330,0,1917,0.691309052
1400000US06065045119,2737,2113,13,0,124,0,2113,0.772013153
1400000US06065045120,4912,3360,190,0,220,0,3360,0.684039088
1400000US06065045121,6144,5190,125,0,130,0,5190,0.844726563
1400000US06065045122,1460,1397,19,0,21,0,1397,0.956849315
1400000US06065045123,2365,1974,51,0,52,0,1974,0.834672304
1400000US06065045124,1359,1269,0,0,15,19,1269,0.933774834
1400000US06065045125,2699,2452,1,0,39,0,2452,0.908484624
1400000US06065045207,5746,2241,248,38,170,0,2241,0.390010442
1400000US06065045209,5453,2585,205,15,8,27,2585,0.474050981
1400000US06065045212,2118,1679,93,228,60,0,1679,0.79272899
1400000US06065045213,5853,3221,127,6,162,0,3221,0.550316077
1400000US06065045214,5368,4505,3,2,44,0,4505,0.839232489
1400000US06065045215,9360,7877,257,16,326,0,7877,0.841559829
1400000US06065045216,1902,1683,5,13,15,0,1683,0.884858044
1400000US06065045217,7111,3245,184,142,236,0,3245,0.456335255
1400000US06065045222,1714,1154,192,0,242,0,1154,0.67327888
1400000US06065045224,4813,3021,54,36,83,0,3021,0.627675047
1400000US06065045226,6647,2791,157,155,7,0,2791,0.419888672
1400000US06065045228,4535,3099,89,6,43,0,3099,0.683351709
1400000US06065045233,4857,3745,468,113,0,0,3745,0.77105209
1400000US06065045302,4509,2295,37,0,117,0,2295,0.508982036
1400000US06065045303,3114,1379,75,0,6,70,1379,0.442838793
1400000US06065045304,8974,4767,245,154,312,0,4767,0.531201248
1400000US06065045501,5555,1914,249,84,46,0,1914,0.344554455
1400000US06065045502,4605,2149,57,43,0,0,2149,0.466666667
1400000US06065045604,13677,5574,173,82,0,0,5574,0.407545514
1400000US06065045605,9433,3791,72,167,82,0,3791,0.401886992
1400000US06065045606,2598,1960,13,0,30,0,1960,0.754426482
1400000US06065045608,3148,2906,81,0,93,0,2906,0.923125794
1400000US06065045609,5671,1470,133,0,0,0,1470,0.259213543
1400000US06065045703,6463,1718,33,0,9,18,1718,0.265820826
1400000US06065045704,2862,921,86,16,0,18,921,0.321802935
1400000US06065045705,9056,2181,25,12,0,0,2181,0.240834806
1400000US06065045706,4578,2182,161,0,0,0,2182,0.476627348
1400000US06065045707,6293,2802,30,0,0,0,2802,0.445256634
1400000US06065045900,1577,862,59,0,0,0,862,0.546607483
1400000US06065046101,3525,2430,381,0,37,0,2430,0.689361702
1400000US06065046102,2205,1198,272,16,23,0,1198,0.543310658
1400000US06065046103,2904,1875,86,46,174,0,1875,0.645661157
1400000US06065046200,3857,1597,539,0,20,0,1597,0.414052372
1400000US06065046401,3747,2931,98,4,125,0,2931,0.782225781
1400000US06065046402,4348,2921,123,7,111,0,2921,0.671803128
1400000US06065046403,7276,4818,210,34,135,227,4818,0.66217702
1400000US06065046404,5967,3735,398,0,224,41,3735,0.625942685
1400000US06065046405,3610,2826,49,0,138,0,2826,0.782825485
1400000US06065046500,7155,2497,738,102,2482,0,2497,0.348986723
1400000US06065046601,3848,2159,958,40,40,33,2159,0.561070686
1400000US06065046602,3877,2753,89,123,132,0,2753,0.710085117
1400000US06065046700,4110,2240,789,7,66,0,2240,0.545012165
1400000US06065046800,6295,3851,1145,32,465,0,3851,0.611755361
1400000US06065046900,2684,1712,384,14,41,31,1712,0.637853949
1400000US06065047000,1711,1283,103,0,41,9,1283,0.749853887
1400000US06065047201,2273,1974,0,10,42,0,1974,0.868455785
1400000US06065047202,1771,1515,46,0,0,20,1515,0.855448899
1400000US06065047900,12402,8624,632,41,2075,0,8624,0.695371714
1400000US06065048100,6869,5096,184,0,933,0,5096,0.741883826
1400000US06065048200,4680,3225,294,26,872,0,3225,0.689102564
1400000US06065048300,6835,2655,2023,58,835,0,2655,0.388441843
1400000US06065048700,4023,2022,666,0,720,0,2022,0.502609993
1400000US06065048800,4412,1626,914,0,302,0,1626,0.368540345
1400000US06065048901,5189,3770,336,0,183,0,3770,0.726536905
1400000US06065048902,7541,4000,1175,39,158,0,4000,0.530433629
1400000US06065049000,8957,3368,3160,58,408,548,3368,0.376018756
1400000US06065049100,4549,3000,2,86,230,0,3000,0.659485601
1400000US06065049400,3285,2751,19,0,0,0,2751,0.837442922
1400000US06065049500,8914,3799,108,0,101,3,3799,0.426183532
1400000US06065049600,7287,4391,343,226,848,0,4391,0.602579937
1400000US06065049700,9249,7558,46,0,634,0,7558,0.817169424
1400000US06065049800,3929,2661,249,0,181,0,2661,0.67727157
1400000US06065050300,10129,5119,1343,0,1366,39,5119,0.50538059
1400000US06065050400,10336,7315,539,37,1187,15,7315,0.707720588
1400000US06065050500,14517,8088,1186,121,1391,42,8088,0.557139905
1400000US06065050600,7096,5451,211,115,256,0,5451,0.768179256
1400000US06065050700,11593,6161,1505,185,1055,70,6161,0.531441387
1400000US06065050900,4776,3121,555,15,730,10,3121,0.653475712
1400000US06065051100,6695,2578,1943,0,355,0,2578,0.38506348
1400000US06065051200,3574,3043,97,0,128,0,3043,0.851426973
1400000US06065051300,8720,5811,430,197,444,12,5811,0.666399083
1400000US06065051400,6776,6549,36,0,57,36,6549,0.96649941
1400000US06065940100,148,128,0,20,0,0,128,0.864864865
1400000US06065940400,6151,2414,18,26,34,0,2414,0.392456511
1400000US06065940500,2098,1974,14,5,42,19,1974,0.940896092
1400000US06065940600,3169,2850,23,40,128,0,2850,0.89933733
1400000US06065940700,2693,2398,39,25,81,0,2398,0.89045674
1400000US06065940800,2726,2533,40,26,74,2,2533,0.929200293
1400000US06065940900,1792,1672,32,9,32,0,1672,0.933035714
1400000US06065941000,3673,3372,56,25,77,0,3372,0.91805064
1400000US06065941100,1854,1788,8,5,25,0,1788,0.964401294
1400000US06065941200,2087,1715,91,45,35,0,1715,0.821753713
1400000US06065941300,3341,2803,150,23,107,19,2803,0.838970368
1400000US06065941400,3499,2778,205,21,154,18,2778,0.793941126
1400000US06065941500,4602,3356,191,401,138,35,3356,0.729248153
1400000US06065981000,6224,3354,1440,123,160,32,3354,0.538881748
1400000US06067000100,3793,3388,23,81,154,0,3388,0.893224361
1400000US06067000200,3746,3360,80,82,80,8,3360,0.896956754
1400000US06067000300,3055,2467,9,29,262,10,2467,0.807528642
1400000US06067000400,3963,3227,148,71,148,0,3227,0.81428211
1400000US06067000500,3592,2691,287,55,358,0,2691,0.749164811
1400000US06067000600,1268,769,315,9,72,0,769,0.606466877
1400000US06067000700,2615,1049,688,55,368,10,1049,0.401147228
1400000US06067000800,1604,1190,80,0,253,0,1190,0.741895262
1400000US06067001101,2124,1759,125,40,121,0,1759,0.828154426
1400000US06067001200,3002,2116,275,30,234,0,2116,0.704863424
1400000US06067001300,3093,2197,207,59,308,0,2197,0.710313611
1400000US06067001400,2432,1901,102,0,104,0,1901,0.781661184
1400000US06067001500,4585,4061,109,18,185,0,4061,0.885714286
1400000US06067001600,5912,5094,109,0,110,0,5094,0.861637348
1400000US06067001700,5410,3853,352,19,460,31,3853,0.71219963
1400000US06067001800,5119,2904,795,152,587,0,2904,0.5672983
1400000US06067001900,2963,2209,274,40,288,10,2209,0.745528181
1400000US06067002000,2285,1293,60,19,709,0,1293,0.565864333
1400000US06067002100,2495,1346,71,0,650,0,1346,0.539478958
1400000US06067002200,4077,2279,960,15,425,45,2279,0.558989453
1400000US06067002300,3234,2585,38,0,289,0,2585,0.799319728
1400000US06067002400,4469,3767,1,0,441,0,3767,0.842917879
1400000US06067002500,1677,1430,56,0,104,0,1430,0.852713178
1400000US06067002600,2686,2135,169,17,162,0,2135,0.794862249
1400000US06067002700,3949,1820,1180,69,407,0,1820,0.460876171
1400000US06067002800,3147,1150,734,97,181,61,1150,0.365427391
